PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(136, 171)",2.0,"(0, 1)","[(136, 171), (244, 85)]",01 - B,10 - B
"(244, 85)",2.0,"(0, 3)","[(136, 171), (129, 154)]",01 - B,10 - B
"(147, 129)",2.0,"(0, 6)","[(136, 171), (95, 156)]",00 - M,11 - M
"(129, 154)",2.0,"(0, 7)","[(136, 171), (11, 140)]",01 - B,10 - B
"(76, 128)",2.0,"(1, 2)","[(244, 85), (147, 129)]",10 - B,01 - B
"(87, 139)",2.0,"(1, 4)","[(244, 85), (76, 128)]",10 - B,01 - B
"(95, 156)",2.0,"(1, 7)","[(244, 85), (11, 140)]",11 - M,00 - M
"(11, 140)",2.0,"(4, 7)","[(76, 128), (11, 140)]",01 - B,10 - B
,2.0,"(6, 7)","[(95, 156), (11, 140)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(136, 171), (244, 85), (147, 129)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(136, 171), (244, 85), (129, 154)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(136, 171), (129, 154), (95, 156)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(136, 171), (95, 156), (11, 140)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(244, 85), (147, 129), (129, 154)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(244, 85), (147, 129), (76, 128)]",100 - I,011 - I
,3.0,"(1, 4, 7)","[(244, 85), (76, 128), (11, 140)]",101 - I,010 - I
,3.0,"(4, 5, 7)","[(76, 128), (87, 139), (11, 140)]",011 - I,100 - I
,3.0,"(4, 6, 7)","[(76, 128), (95, 156), (11, 140)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(87, 139), (95, 156), (11, 140)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(136, 171), (244, 85), (147, 129), (129, 154)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(136, 171), (244, 85), (129, 154), (95, 156)]",0110 - B,1001 - B
,4.0,"(0, 2, 3, 6)","[(136, 171), (147, 129), (129, 154), (95, 156)]",0010 - I,1101 - I
,4.0,"(0, 3, 5, 6)","[(136, 171), (129, 154), (87, 139), (95, 156)]",0110 - B,1001 - B
,4.0,"(0, 3, 6, 7)","[(136, 171), (129, 154), (95, 156), (11, 140)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(136, 171), (87, 139), (95, 156), (11, 140)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
