PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01010110,10101001,10101100
"(43, 240)",2.0,"(0, 1)","[(43, 240), (101, 229)]",01 - B,01 - B,10 - B,10 - B
"(101, 229)",2.0,"(0, 6)","[(43, 240), (56, 220)]",01 - B,01 - B,10 - B,10 - B
"(233, 162)",2.0,"(0, 7)","[(43, 240), (23, 15)]",01 - B,00 - M,11 - M,10 - B
"(196, 155)",2.0,"(1, 2)","[(101, 229), (233, 162)]",10 - B,10 - B,01 - B,01 - B
"(117, 185)",2.0,"(2, 3)","[(233, 162), (196, 155)]",01 - B,01 - B,10 - B,10 - B
"(99, 179)",2.0,"(2, 7)","[(233, 162), (23, 15)]",01 - B,00 - M,11 - M,10 - B
"(56, 220)",2.0,"(3, 7)","[(196, 155), (23, 15)]",11 - M,10 - B,01 - B,00 - M
"(23, 15)",2.0,"(5, 7)","[(99, 179), (23, 15)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(56, 220), (23, 15)]",11 - M,10 - B,01 - B,00 - M
,3.0,"(0, 1, 2)","[(43, 240), (101, 229), (233, 162)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 6)","[(43, 240), (101, 229), (56, 220)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(43, 240), (56, 220), (23, 15)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(1, 2, 3)","[(101, 229), (233, 162), (196, 155)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(2, 3, 4)","[(233, 162), (196, 155), (117, 185)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(2, 3, 7)","[(233, 162), (196, 155), (23, 15)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(3, 5, 7)","[(196, 155), (99, 179), (23, 15)]",101 - I,110 - I,001 - I,010 - I
,3.0,"(4, 5, 7)","[(117, 185), (99, 179), (23, 15)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(99, 179), (56, 220), (23, 15)]",011 - I,110 - I,001 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(43, 240), (101, 229), (233, 162), (196, 155)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(43, 240), (101, 229), (233, 162), (56, 220)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(43, 240), (101, 229), (117, 185), (56, 220)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(43, 240), (101, 229), (99, 179), (56, 220)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 1, 6, 7)","[(43, 240), (101, 229), (56, 220), (23, 15)]",0111 - I,0110 - B,1001 - B,1000 - I
,4.0,"(0, 5, 6, 7)","[(43, 240), (99, 179), (56, 220), (23, 15)]",0011 - B,0110 - B,1001 - B,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
