PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(237, 126)",2.0,"(0, 1)","[(237, 126), (145, 82)]",01 - B,10 - B
"(145, 82)",2.0,"(0, 4)","[(237, 126), (130, 116)]",00 - M,11 - M
"(13, 93)",2.0,"(0, 7)","[(237, 126), (62, 174)]",01 - B,10 - B
"(60, 105)",2.0,"(1, 2)","[(145, 82), (13, 93)]",10 - B,01 - B
"(130, 116)",2.0,"(2, 3)","[(13, 93), (60, 105)]",01 - B,10 - B
"(105, 121)",2.0,"(2, 6)","[(13, 93), (53, 125)]",00 - M,11 - M
"(53, 125)",2.0,"(2, 7)","[(13, 93), (62, 174)]",01 - B,10 - B
"(62, 174)",2.0,"(6, 7)","[(53, 125), (62, 174)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(237, 126), (145, 82), (13, 93)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(237, 126), (145, 82), (130, 116)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(237, 126), (130, 116), (62, 174)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(237, 126), (105, 121), (62, 174)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(237, 126), (53, 125), (62, 174)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(145, 82), (13, 93), (60, 105)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(13, 93), (60, 105), (53, 125)]",010 - I,101 - I
,3.0,"(2, 6, 7)","[(13, 93), (53, 125), (62, 174)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(105, 121), (53, 125), (62, 174)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(237, 126), (145, 82), (13, 93), (60, 105)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(237, 126), (145, 82), (13, 93), (130, 116)]",0100 - I,1011 - I
,4.0,"(0, 1, 3, 4)","[(237, 126), (145, 82), (60, 105), (130, 116)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(237, 126), (145, 82), (130, 116), (105, 121)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 7)","[(237, 126), (145, 82), (130, 116), (62, 174)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(237, 126), (130, 116), (105, 121), (62, 174)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(237, 126), (105, 121), (53, 125), (62, 174)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
