PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(40, 6)",2.0,"(0, 1)","[(40, 6), (7, 249)]",01 - B,10 - B
"(7, 249)",2.0,"(0, 5)","[(40, 6), (56, 29)]",01 - B,10 - B
"(54, 223)",2.0,"(0, 7)","[(40, 6), (249, 134)]",01 - B,10 - B
"(53, 105)",2.0,"(1, 2)","[(7, 249), (54, 223)]",10 - B,01 - B
"(50, 66)",2.0,"(1, 7)","[(7, 249), (249, 134)]",11 - M,00 - M
"(56, 29)",2.0,"(2, 7)","[(54, 223), (249, 134)]",01 - B,10 - B
"(148, 117)",2.0,"(6, 7)","[(148, 117), (249, 134)]",01 - B,10 - B
"(249, 134)",3.0,"(0, 1, 2)","[(40, 6), (7, 249), (54, 223)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(40, 6), (7, 249), (50, 66)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(40, 6), (7, 249), (56, 29)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(40, 6), (50, 66), (56, 29)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(40, 6), (56, 29), (249, 134)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(40, 6), (148, 117), (249, 134)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(7, 249), (54, 223), (53, 105)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(7, 249), (54, 223), (249, 134)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(54, 223), (148, 117), (249, 134)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(56, 29), (148, 117), (249, 134)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(40, 6), (7, 249), (54, 223), (53, 105)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(40, 6), (7, 249), (54, 223), (50, 66)]",0100 - I,1011 - I
,4.0,"(0, 1, 3, 4)","[(40, 6), (7, 249), (53, 105), (50, 66)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(40, 6), (7, 249), (50, 66), (56, 29)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 5)","[(40, 6), (53, 105), (50, 66), (56, 29)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(40, 6), (50, 66), (56, 29), (148, 117)]",0010 - I,1101 - I
,4.0,"(0, 4, 5, 7)","[(40, 6), (50, 66), (56, 29), (249, 134)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(40, 6), (56, 29), (148, 117), (249, 134)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
