PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(211, 236)",2.0,"(0, 1)","[(211, 236), (240, 30)]",01 - B,10 - B
"(240, 30)",2.0,"(0, 3)","[(211, 236), (188, 219)]",01 - B,10 - B
"(117, 141)",2.0,"(0, 7)","[(211, 236), (5, 201)]",01 - B,10 - B
"(188, 219)",2.0,"(1, 2)","[(240, 30), (117, 141)]",10 - B,01 - B
"(148, 197)",2.0,"(1, 7)","[(240, 30), (5, 201)]",11 - M,00 - M
"(151, 209)",2.0,"(2, 7)","[(117, 141), (5, 201)]",01 - B,10 - B
"(79, 202)",2.0,"(6, 7)","[(79, 202), (5, 201)]",01 - B,10 - B
"(5, 201)",3.0,"(0, 1, 2)","[(211, 236), (240, 30), (117, 141)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(211, 236), (240, 30), (188, 219)]",011 - I,100 - I
,3.0,"(0, 3, 5)","[(211, 236), (188, 219), (151, 209)]",011 - I,100 - I
,3.0,"(0, 3, 7)","[(211, 236), (188, 219), (5, 201)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(211, 236), (79, 202), (5, 201)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(240, 30), (117, 141), (188, 219)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(240, 30), (117, 141), (148, 197)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(240, 30), (117, 141), (5, 201)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(117, 141), (79, 202), (5, 201)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(151, 209), (79, 202), (5, 201)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(211, 236), (240, 30), (117, 141), (188, 219)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(211, 236), (240, 30), (188, 219), (148, 197)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 5)","[(211, 236), (240, 30), (188, 219), (151, 209)]",0111 - I,1000 - I
,4.0,"(0, 3, 4, 5)","[(211, 236), (188, 219), (148, 197), (151, 209)]",0101 - B,1010 - B
,4.0,"(0, 3, 5, 6)","[(211, 236), (188, 219), (151, 209), (79, 202)]",0110 - B,1001 - B
,4.0,"(0, 3, 5, 7)","[(211, 236), (188, 219), (151, 209), (5, 201)]",0111 - I,1000 - I
,4.0,"(0, 3, 6, 7)","[(211, 236), (188, 219), (79, 202), (5, 201)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(211, 236), (151, 209), (79, 202), (5, 201)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
