PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,10110010
"(114, 242)",2.0,"(0, 1)","[(114, 242), (239, 14)]",01 - B,10 - B
"(239, 14)",2.0,"(0, 4)","[(114, 242), (116, 210)]",01 - B,10 - B
"(140, 89)",2.0,"(0, 7)","[(114, 242), (17, 134)]",01 - B,10 - B
"(139, 73)",2.0,"(1, 2)","[(239, 14), (140, 89)]",10 - B,01 - B
"(116, 210)",2.0,"(1, 3)","[(239, 14), (139, 73)]",10 - B,01 - B
"(112, 170)",2.0,"(1, 7)","[(239, 14), (17, 134)]",11 - M,00 - M
"(102, 188)",2.0,"(3, 7)","[(139, 73), (17, 134)]",01 - B,10 - B
"(17, 134)",2.0,"(6, 7)","[(102, 188), (17, 134)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(114, 242), (239, 14), (140, 89)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(114, 242), (239, 14), (116, 210)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(114, 242), (116, 210), (102, 188)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(114, 242), (116, 210), (17, 134)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(114, 242), (102, 188), (17, 134)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(239, 14), (140, 89), (139, 73)]",100 - I,011 - I
,3.0,"(1, 3, 7)","[(239, 14), (139, 73), (17, 134)]",101 - I,010 - I
,3.0,"(2, 3, 7)","[(140, 89), (139, 73), (17, 134)]",001 - I,110 - I
,3.0,"(3, 6, 7)","[(139, 73), (102, 188), (17, 134)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(112, 170), (102, 188), (17, 134)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(114, 242), (239, 14), (140, 89), (139, 73)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 4)","[(114, 242), (239, 14), (140, 89), (116, 210)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(114, 242), (239, 14), (116, 210), (112, 170)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 6)","[(114, 242), (239, 14), (116, 210), (102, 188)]",0110 - B,1001 - B
,4.0,"(0, 4, 5, 6)","[(114, 242), (116, 210), (112, 170), (102, 188)]",0110 - B,1001 - B
,4.0,"(0, 4, 6, 7)","[(114, 242), (116, 210), (102, 188), (17, 134)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(114, 242), (112, 170), (102, 188), (17, 134)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
