PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(41, 160)",2.0,"(0, 1)","[(41, 160), (54, 170)]",01 - B,10 - B
"(54, 170)",2.0,"(0, 7)","[(41, 160), (14, 24)]",01 - B,10 - B
"(242, 232)",2.0,"(1, 2)","[(54, 170), (242, 232)]",10 - B,01 - B
"(178, 204)",2.0,"(2, 3)","[(242, 232), (178, 204)]",01 - B,10 - B
"(195, 205)",2.0,"(2, 4)","[(242, 232), (195, 205)]",00 - M,11 - M
"(75, 167)",2.0,"(2, 7)","[(242, 232), (14, 24)]",01 - B,10 - B
"(76, 149)",2.0,"(4, 7)","[(195, 205), (14, 24)]",01 - B,10 - B
"(14, 24)",2.0,"(6, 7)","[(76, 149), (14, 24)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(41, 160), (54, 170), (242, 232)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(41, 160), (54, 170), (75, 167)]",011 - I,100 - I
,3.0,"(0, 1, 7)","[(41, 160), (54, 170), (14, 24)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(41, 160), (76, 149), (14, 24)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(54, 170), (242, 232), (178, 204)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(242, 232), (178, 204), (195, 205)]",010 - I,101 - I
,3.0,"(2, 4, 7)","[(242, 232), (195, 205), (14, 24)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(195, 205), (76, 149), (14, 24)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(75, 167), (76, 149), (14, 24)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(41, 160), (54, 170), (242, 232), (178, 204)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(41, 160), (54, 170), (242, 232), (75, 167)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(41, 160), (54, 170), (178, 204), (75, 167)]",0111 - I,1000 - I
,4.0,"(0, 1, 5, 6)","[(41, 160), (54, 170), (75, 167), (76, 149)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 7)","[(41, 160), (54, 170), (75, 167), (14, 24)]",0111 - I,1000 - I
,4.0,"(0, 1, 6, 7)","[(41, 160), (54, 170), (76, 149), (14, 24)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(41, 160), (75, 167), (76, 149), (14, 24)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
