PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100101,10011010
"(139, 199)",2.0,"(0, 1)","[(139, 199), (228, 146)]",01 - B,10 - B
"(228, 146)",2.0,"(0, 2)","[(139, 199), (156, 185)]",01 - B,10 - B
"(156, 185)",2.0,"(0, 6)","[(139, 199), (120, 160)]",00 - M,11 - M
"(147, 128)",2.0,"(0, 7)","[(139, 199), (27, 56)]",01 - B,10 - B
"(141, 141)",2.0,"(1, 2)","[(228, 146), (156, 185)]",11 - M,00 - M
"(127, 144)",2.0,"(1, 3)","[(228, 146), (147, 128)]",10 - B,01 - B
"(120, 160)",2.0,"(1, 7)","[(228, 146), (27, 56)]",11 - M,00 - M
"(27, 56)",2.0,"(3, 7)","[(147, 128), (27, 56)]",01 - B,10 - B
,2.0,"(5, 7)","[(127, 144), (27, 56)]",11 - M,00 - M
,2.0,"(6, 7)","[(120, 160), (27, 56)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(139, 199), (228, 146), (156, 185)]",011 - I,100 - I
,3.0,"(0, 2, 6)","[(139, 199), (156, 185), (120, 160)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(139, 199), (120, 160), (27, 56)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(228, 146), (156, 185), (147, 128)]",110 - I,001 - I
,3.0,"(1, 3, 4)","[(228, 146), (147, 128), (141, 141)]",100 - I,011 - I
,3.0,"(1, 3, 7)","[(228, 146), (147, 128), (27, 56)]",101 - I,010 - I
,3.0,"(3, 4, 7)","[(147, 128), (141, 141), (27, 56)]",001 - I,110 - I
,3.0,"(3, 5, 7)","[(147, 128), (127, 144), (27, 56)]",011 - I,100 - I
,3.0,"(5, 6, 7)","[(127, 144), (120, 160), (27, 56)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(139, 199), (228, 146), (156, 185), (147, 128)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(139, 199), (228, 146), (156, 185), (141, 141)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 6)","[(139, 199), (228, 146), (156, 185), (120, 160)]",0110 - B,1001 - B
,4.0,"(0, 2, 5, 6)","[(139, 199), (156, 185), (127, 144), (120, 160)]",0110 - B,1001 - B
,4.0,"(0, 2, 6, 7)","[(139, 199), (156, 185), (120, 160), (27, 56)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(139, 199), (127, 144), (120, 160), (27, 56)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
