PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,01100101,10011010,10100110
"(2, 6)",2.0,"(0, 1)","[(2, 6), (51, 178)]",01 - B,01 - B,10 - B,10 - B
"(51, 178)",2.0,"(0, 4)","[(2, 6), (58, 67)]",01 - B,00 - M,11 - M,10 - B
"(94, 202)",2.0,"(0, 7)","[(2, 6), (254, 91)]",01 - B,01 - B,10 - B,10 - B
"(147, 249)",2.0,"(1, 2)","[(51, 178), (94, 202)]",10 - B,11 - M,00 - M,01 - B
"(58, 67)",2.0,"(1, 3)","[(51, 178), (147, 249)]",11 - M,10 - B,01 - B,00 - M
"(174, 136)",2.0,"(2, 3)","[(94, 202), (147, 249)]",01 - B,10 - B,01 - B,10 - B
"(207, 138)",2.0,"(3, 6)","[(147, 249), (207, 138)]",10 - B,00 - M,11 - M,01 - B
"(254, 91)",2.0,"(3, 7)","[(147, 249), (254, 91)]",11 - M,01 - B,10 - B,00 - M
,2.0,"(6, 7)","[(207, 138), (254, 91)]",01 - B,01 - B,10 - B,10 - B
,3.0,"(0, 1, 2)","[(2, 6), (51, 178), (94, 202)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 1, 4)","[(2, 6), (51, 178), (58, 67)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(0, 4, 7)","[(2, 6), (58, 67), (254, 91)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(0, 6, 7)","[(2, 6), (207, 138), (254, 91)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(1, 2, 3)","[(51, 178), (94, 202), (147, 249)]",101 - I,110 - I,001 - I,010 - I
,3.0,"(2, 3, 6)","[(94, 202), (147, 249), (207, 138)]",010 - I,100 - I,011 - I,101 - I
,3.0,"(3, 6, 7)","[(147, 249), (207, 138), (254, 91)]",101 - I,001 - I,110 - I,010 - I
,3.0,"(5, 6, 7)","[(174, 136), (207, 138), (254, 91)]",001 - I,101 - I,010 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(2, 6), (51, 178), (94, 202), (147, 249)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(2, 6), (51, 178), (94, 202), (58, 67)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(2, 6), (51, 178), (58, 67), (174, 136)]",0110 - B,0101 - B,1010 - B,1001 - B
,4.0,"(0, 1, 4, 7)","[(2, 6), (51, 178), (58, 67), (254, 91)]",0111 - I,0101 - B,1010 - B,1000 - I
,4.0,"(0, 4, 5, 7)","[(2, 6), (58, 67), (174, 136), (254, 91)]",0101 - B,0011 - B,1100 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(2, 6), (58, 67), (207, 138), (254, 91)]",0101 - B,0001 - I,1110 - I,1010 - B
,4.0,"(0, 5, 6, 7)","[(2, 6), (174, 136), (207, 138), (254, 91)]",0001 - I,0101 - B,1010 - B,1110 - I
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
