PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(39, 210)",2.0,"(0, 1)","[(39, 210), (247, 74)]",01 - B,10 - B
"(247, 74)",2.0,"(0, 5)","[(39, 210), (40, 165)]",01 - B,10 - B
"(138, 106)",2.0,"(0, 7)","[(39, 210), (8, 168)]",01 - B,10 - B
"(126, 45)",2.0,"(1, 2)","[(247, 74), (138, 106)]",10 - B,01 - B
"(43, 157)",2.0,"(1, 3)","[(247, 74), (126, 45)]",11 - M,00 - M
"(40, 165)",2.0,"(2, 3)","[(138, 106), (126, 45)]",01 - B,10 - B
"(36, 151)",2.0,"(3, 6)","[(126, 45), (36, 151)]",10 - B,01 - B
"(8, 168)",2.0,"(3, 7)","[(126, 45), (8, 168)]",11 - M,00 - M
,2.0,"(6, 7)","[(36, 151), (8, 168)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(39, 210), (247, 74), (138, 106)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(39, 210), (247, 74), (40, 165)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(39, 210), (43, 157), (40, 165)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(39, 210), (40, 165), (8, 168)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(39, 210), (36, 151), (8, 168)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(247, 74), (138, 106), (126, 45)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(138, 106), (126, 45), (36, 151)]",010 - I,101 - I
,3.0,"(3, 6, 7)","[(126, 45), (36, 151), (8, 168)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(43, 157), (36, 151), (8, 168)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(40, 165), (36, 151), (8, 168)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(39, 210), (247, 74), (138, 106), (126, 45)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(39, 210), (247, 74), (138, 106), (40, 165)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(39, 210), (247, 74), (43, 157), (40, 165)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(39, 210), (43, 157), (40, 165), (8, 168)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(39, 210), (40, 165), (36, 151), (8, 168)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
