PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(239, 136)",2.0,"(0, 1)","[(239, 136), (244, 114)]",01 - B,10 - B
"(244, 114)",2.0,"(0, 7)","[(239, 136), (160, 195)]",01 - B,10 - B
"(62, 45)",2.0,"(1, 2)","[(244, 114), (62, 45)]",10 - B,01 - B
"(9, 105)",2.0,"(2, 3)","[(62, 45), (9, 105)]",01 - B,10 - B
"(76, 130)",2.0,"(3, 4)","[(9, 105), (76, 130)]",10 - B,01 - B
"(120, 187)",2.0,"(3, 6)","[(9, 105), (110, 211)]",10 - B,01 - B
"(110, 211)",2.0,"(5, 6)","[(120, 187), (110, 211)]",10 - B,01 - B
"(160, 195)",2.0,"(6, 7)","[(110, 211), (160, 195)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(239, 136), (244, 114), (62, 45)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(239, 136), (244, 114), (160, 195)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(239, 136), (110, 211), (160, 195)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(244, 114), (62, 45), (9, 105)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(62, 45), (9, 105), (76, 130)]",010 - I,101 - I
,3.0,"(3, 4, 6)","[(9, 105), (76, 130), (110, 211)]",100 - I,011 - I
,3.0,"(3, 5, 6)","[(9, 105), (120, 187), (110, 211)]",110 - I,001 - I
,3.0,"(5, 6, 7)","[(120, 187), (110, 211), (160, 195)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(239, 136), (244, 114), (62, 45), (9, 105)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(239, 136), (244, 114), (62, 45), (76, 130)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 7)","[(239, 136), (244, 114), (62, 45), (160, 195)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 7)","[(239, 136), (244, 114), (120, 187), (160, 195)]",0111 - I,1000 - I
,4.0,"(0, 1, 6, 7)","[(239, 136), (244, 114), (110, 211), (160, 195)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(239, 136), (120, 187), (110, 211), (160, 195)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
