PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,01010110,10101001,10110010
"(242, 20)",2.0,"(0, 1)","[(242, 20), (14, 190)]",01 - B,01 - B,10 - B,10 - B
"(14, 190)",2.0,"(0, 5)","[(242, 20), (204, 143)]",01 - B,01 - B,10 - B,10 - B
"(126, 199)",2.0,"(0, 6)","[(242, 20), (211, 155)]",00 - M,01 - B,10 - B,11 - M
"(137, 209)",2.0,"(0, 7)","[(242, 20), (208, 235)]",01 - B,00 - M,11 - M,10 - B
"(169, 173)",2.0,"(1, 2)","[(14, 190), (126, 199)]",10 - B,10 - B,01 - B,01 - B
"(204, 143)",2.0,"(1, 3)","[(14, 190), (137, 209)]",10 - B,11 - M,00 - M,01 - B
"(211, 155)",2.0,"(1, 7)","[(14, 190), (208, 235)]",11 - M,10 - B,01 - B,00 - M
"(208, 235)",2.0,"(3, 7)","[(137, 209), (208, 235)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(211, 155), (208, 235)]",01 - B,10 - B,01 - B,10 - B
,3.0,"(0, 1, 2)","[(242, 20), (14, 190), (126, 199)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 5)","[(242, 20), (14, 190), (204, 143)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 5, 6)","[(242, 20), (204, 143), (211, 155)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 6, 7)","[(242, 20), (211, 155), (208, 235)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(1, 2, 3)","[(14, 190), (126, 199), (137, 209)]",100 - I,101 - I,010 - I,011 - I
,3.0,"(1, 3, 7)","[(14, 190), (137, 209), (208, 235)]",101 - I,110 - I,001 - I,010 - I
,3.0,"(2, 3, 7)","[(126, 199), (137, 209), (208, 235)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(3, 6, 7)","[(137, 209), (211, 155), (208, 235)]",001 - I,110 - I,001 - I,110 - I
,3.0,"(5, 6, 7)","[(204, 143), (211, 155), (208, 235)]",101 - I,110 - I,001 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(242, 20), (14, 190), (126, 199), (137, 209)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 2, 4)","[(242, 20), (14, 190), (126, 199), (169, 173)]",0101 - B,0100 - I,1011 - I,1010 - B
,4.0,"(0, 1, 2, 5)","[(242, 20), (14, 190), (126, 199), (204, 143)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(242, 20), (14, 190), (169, 173), (204, 143)]",0111 - I,0101 - B,1010 - B,1000 - I
,4.0,"(0, 1, 5, 6)","[(242, 20), (14, 190), (204, 143), (211, 155)]",0110 - B,0111 - I,1000 - I,1001 - B
,4.0,"(0, 4, 5, 6)","[(242, 20), (169, 173), (204, 143), (211, 155)]",0110 - B,0011 - B,1100 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(242, 20), (204, 143), (211, 155), (208, 235)]",0101 - B,0110 - B,1001 - B,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
