PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(12, 120)",2.0,"(0, 1)","[(12, 120), (57, 233)]",01 - B,10 - B
"(57, 233)",2.0,"(0, 6)","[(12, 120), (133, 114)]",01 - B,10 - B
"(178, 236)",2.0,"(0, 7)","[(12, 120), (243, 15)]",00 - M,11 - M
"(211, 255)",2.0,"(1, 2)","[(57, 233), (178, 236)]",10 - B,01 - B
"(187, 227)",2.0,"(1, 3)","[(57, 233), (211, 255)]",11 - M,00 - M
"(173, 216)",2.0,"(2, 3)","[(178, 236), (211, 255)]",01 - B,10 - B
"(133, 114)",2.0,"(3, 4)","[(211, 255), (187, 227)]",10 - B,01 - B
"(243, 15)",2.0,"(3, 7)","[(211, 255), (243, 15)]",10 - B,01 - B
,2.0,"(6, 7)","[(133, 114), (243, 15)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(12, 120), (57, 233), (178, 236)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(12, 120), (57, 233), (133, 114)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(12, 120), (133, 114), (243, 15)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(57, 233), (178, 236), (211, 255)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(178, 236), (211, 255), (187, 227)]",010 - I,101 - I
,3.0,"(3, 4, 7)","[(211, 255), (187, 227), (243, 15)]",100 - I,011 - I
,3.0,"(3, 6, 7)","[(211, 255), (133, 114), (243, 15)]",110 - I,001 - I
,3.0,"(4, 6, 7)","[(187, 227), (133, 114), (243, 15)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(173, 216), (133, 114), (243, 15)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(12, 120), (57, 233), (178, 236), (211, 255)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(12, 120), (57, 233), (178, 236), (173, 216)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(12, 120), (57, 233), (178, 236), (133, 114)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(12, 120), (57, 233), (173, 216), (133, 114)]",0111 - I,1000 - I
,4.0,"(0, 1, 6, 7)","[(12, 120), (57, 233), (133, 114), (243, 15)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(12, 120), (173, 216), (133, 114), (243, 15)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
