PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(39, 25)",2.0,"(0, 1)","[(39, 25), (35, 168)]",01 - B,10 - B
"(35, 168)",2.0,"(0, 5)","[(39, 25), (137, 71)]",01 - B,10 - B
"(37, 231)",2.0,"(0, 7)","[(39, 25), (220, 70)]",01 - B,10 - B
"(88, 143)",2.0,"(1, 2)","[(35, 168), (37, 231)]",10 - B,01 - B
"(97, 116)",2.0,"(2, 3)","[(37, 231), (88, 143)]",01 - B,10 - B
"(137, 71)",2.0,"(2, 7)","[(37, 231), (220, 70)]",01 - B,10 - B
"(184, 86)",2.0,"(6, 7)","[(184, 86), (220, 70)]",01 - B,10 - B
"(220, 70)",3.0,"(0, 1, 2)","[(39, 25), (35, 168), (37, 231)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(39, 25), (35, 168), (97, 116)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(39, 25), (35, 168), (137, 71)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(39, 25), (97, 116), (137, 71)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(39, 25), (137, 71), (220, 70)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(39, 25), (184, 86), (220, 70)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(35, 168), (37, 231), (88, 143)]",101 - I,010 - I
,3.0,"(2, 3, 7)","[(37, 231), (88, 143), (220, 70)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(37, 231), (184, 86), (220, 70)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(137, 71), (184, 86), (220, 70)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(39, 25), (35, 168), (37, 231), (88, 143)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(39, 25), (35, 168), (37, 231), (97, 116)]",0100 - I,1011 - I
,4.0,"(0, 1, 3, 4)","[(39, 25), (35, 168), (88, 143), (97, 116)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(39, 25), (35, 168), (97, 116), (137, 71)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(39, 25), (97, 116), (137, 71), (184, 86)]",0010 - I,1101 - I
,4.0,"(0, 4, 5, 7)","[(39, 25), (97, 116), (137, 71), (220, 70)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(39, 25), (137, 71), (184, 86), (220, 70)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
