PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(255, 26)",2.0,"(0, 1)","[(255, 26), (1, 2)]",01 - B,10 - B
"(1, 2)",2.0,"(0, 5)","[(255, 26), (222, 79)]",01 - B,10 - B
"(22, 253)",2.0,"(0, 7)","[(255, 26), (237, 219)]",01 - B,10 - B
"(69, 235)",2.0,"(1, 2)","[(1, 2), (22, 253)]",10 - B,01 - B
"(78, 239)",2.0,"(2, 3)","[(22, 253), (69, 235)]",01 - B,10 - B
"(222, 79)",2.0,"(2, 4)","[(22, 253), (78, 239)]",00 - M,11 - M
"(174, 176)",2.0,"(2, 7)","[(22, 253), (237, 219)]",01 - B,10 - B
"(237, 219)",2.0,"(4, 7)","[(78, 239), (237, 219)]",01 - B,10 - B
,2.0,"(6, 7)","[(174, 176), (237, 219)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(255, 26), (1, 2), (22, 253)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(255, 26), (1, 2), (222, 79)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(255, 26), (222, 79), (237, 219)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(255, 26), (174, 176), (237, 219)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(1, 2), (22, 253), (69, 235)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(22, 253), (69, 235), (78, 239)]",010 - I,101 - I
,3.0,"(2, 4, 7)","[(22, 253), (78, 239), (237, 219)]",001 - I,110 - I
,3.0,"(3, 4, 7)","[(69, 235), (78, 239), (237, 219)]",101 - I,010 - I
,3.0,"(4, 6, 7)","[(78, 239), (174, 176), (237, 219)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(222, 79), (174, 176), (237, 219)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(255, 26), (1, 2), (22, 253), (69, 235)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(255, 26), (1, 2), (22, 253), (222, 79)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(255, 26), (1, 2), (222, 79), (174, 176)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 7)","[(255, 26), (1, 2), (222, 79), (237, 219)]",0111 - I,1000 - I
,4.0,"(0, 5, 6, 7)","[(255, 26), (222, 79), (174, 176), (237, 219)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
