PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(15, 47)",2.0,"(0, 1)","[(15, 47), (42, 74)]",01 - B,10 - B
"(42, 74)",2.0,"(0, 6)","[(15, 47), (22, 46)]",01 - B,10 - B
"(205, 217)",2.0,"(0, 7)","[(15, 47), (24, 39)]",00 - M,11 - M
"(209, 203)",2.0,"(1, 2)","[(42, 74), (205, 217)]",10 - B,01 - B
"(177, 165)",2.0,"(2, 3)","[(205, 217), (209, 203)]",01 - B,10 - B
"(241, 185)",2.0,"(2, 5)","[(205, 217), (241, 185)]",01 - B,10 - B
"(22, 46)",2.0,"(3, 5)","[(209, 203), (241, 185)]",11 - M,00 - M
"(24, 39)",2.0,"(4, 5)","[(177, 165), (241, 185)]",01 - B,10 - B
,2.0,"(5, 7)","[(241, 185), (24, 39)]",10 - B,01 - B
,2.0,"(6, 7)","[(22, 46), (24, 39)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(15, 47), (42, 74), (205, 217)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(15, 47), (42, 74), (22, 46)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(15, 47), (22, 46), (24, 39)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(42, 74), (205, 217), (209, 203)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(205, 217), (209, 203), (177, 165)]",010 - I,101 - I
,3.0,"(2, 3, 5)","[(205, 217), (209, 203), (241, 185)]",011 - I,100 - I
,3.0,"(3, 4, 5)","[(209, 203), (177, 165), (241, 185)]",101 - I,010 - I
,3.0,"(4, 5, 7)","[(177, 165), (241, 185), (24, 39)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(241, 185), (22, 46), (24, 39)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(15, 47), (42, 74), (205, 217), (209, 203)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(15, 47), (42, 74), (205, 217), (22, 46)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(15, 47), (42, 74), (22, 46), (24, 39)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(15, 47), (241, 185), (22, 46), (24, 39)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
