PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(161, 211)",2.0,"(0, 1)","[(161, 211), (212, 147)]",01 - B,10 - B
"(212, 147)",2.0,"(0, 4)","[(161, 211), (128, 126)]",00 - M,11 - M
"(255, 65)",2.0,"(0, 6)","[(161, 211), (71, 98)]",01 - B,10 - B
"(222, 93)",2.0,"(0, 7)","[(161, 211), (4, 44)]",01 - B,10 - B
"(128, 126)",2.0,"(1, 2)","[(212, 147), (255, 65)]",10 - B,01 - B
"(94, 76)",2.0,"(2, 3)","[(255, 65), (222, 93)]",01 - B,10 - B
"(71, 98)",2.0,"(2, 7)","[(255, 65), (4, 44)]",01 - B,10 - B
"(4, 44)",2.0,"(5, 7)","[(94, 76), (4, 44)]",01 - B,10 - B
,2.0,"(6, 7)","[(71, 98), (4, 44)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(161, 211), (212, 147), (255, 65)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(161, 211), (212, 147), (222, 93)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(161, 211), (212, 147), (128, 126)]",010 - I,101 - I
,3.0,"(0, 4, 6)","[(161, 211), (128, 126), (71, 98)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(161, 211), (71, 98), (4, 44)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(212, 147), (255, 65), (222, 93)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(255, 65), (222, 93), (94, 76)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(255, 65), (222, 93), (4, 44)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(255, 65), (94, 76), (4, 44)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(94, 76), (71, 98), (4, 44)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(161, 211), (212, 147), (255, 65), (222, 93)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(161, 211), (212, 147), (222, 93), (128, 126)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(161, 211), (212, 147), (128, 126), (71, 98)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(161, 211), (128, 126), (71, 98), (4, 44)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(161, 211), (94, 76), (71, 98), (4, 44)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
