PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(37, 64)",2.0,"(0, 1)","[(37, 64), (42, 180)]",01 - B,10 - B
"(42, 180)",2.0,"(0, 6)","[(37, 64), (209, 39)]",00 - M,11 - M
"(78, 230)",2.0,"(0, 7)","[(37, 64), (247, 25)]",01 - B,10 - B
"(74, 183)",2.0,"(1, 2)","[(42, 180), (78, 230)]",10 - B,01 - B
"(93, 173)",2.0,"(2, 3)","[(78, 230), (74, 183)]",01 - B,10 - B
"(105, 177)",2.0,"(2, 5)","[(78, 230), (105, 177)]",01 - B,10 - B
"(209, 39)",2.0,"(2, 7)","[(78, 230), (247, 25)]",01 - B,10 - B
"(247, 25)",2.0,"(6, 7)","[(209, 39), (247, 25)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(37, 64), (42, 180), (78, 230)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(37, 64), (42, 180), (74, 183)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(37, 64), (42, 180), (209, 39)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(37, 64), (209, 39), (247, 25)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(42, 180), (78, 230), (74, 183)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(78, 230), (74, 183), (105, 177)]",011 - I,100 - I
,3.0,"(2, 4, 5)","[(78, 230), (93, 173), (105, 177)]",001 - I,110 - I
,3.0,"(2, 5, 7)","[(78, 230), (105, 177), (247, 25)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(78, 230), (209, 39), (247, 25)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(105, 177), (209, 39), (247, 25)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(37, 64), (42, 180), (78, 230), (74, 183)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(37, 64), (42, 180), (74, 183), (93, 173)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(37, 64), (42, 180), (74, 183), (209, 39)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(37, 64), (42, 180), (209, 39), (247, 25)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(37, 64), (93, 173), (209, 39), (247, 25)]",0001 - I,1110 - I
,4.0,"(0, 5, 6, 7)","[(37, 64), (105, 177), (209, 39), (247, 25)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
