PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100011,01100110,10011001,10011100
"(74, 232)",2.0,"(0, 1)","[(74, 232), (238, 77)]",01 - B,01 - B,10 - B,10 - B
"(238, 77)",2.0,"(0, 2)","[(74, 232), (94, 187)]",01 - B,01 - B,10 - B,10 - B
"(94, 187)",2.0,"(0, 6)","[(74, 232), (53, 116)]",01 - B,01 - B,10 - B,10 - B
"(111, 62)",2.0,"(0, 7)","[(74, 232), (17, 21)]",01 - B,00 - M,11 - M,10 - B
"(87, 127)",2.0,"(1, 2)","[(238, 77), (94, 187)]",11 - M,11 - M,00 - M,00 - M
"(61, 100)",2.0,"(1, 3)","[(238, 77), (111, 62)]",10 - B,10 - B,01 - B,01 - B
"(53, 116)",2.0,"(1, 7)","[(238, 77), (17, 21)]",11 - M,10 - B,01 - B,00 - M
"(17, 21)",2.0,"(3, 7)","[(111, 62), (17, 21)]",01 - B,00 - M,11 - M,10 - B
,2.0,"(5, 7)","[(61, 100), (17, 21)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(53, 116), (17, 21)]",11 - M,10 - B,01 - B,00 - M
,3.0,"(0, 1, 2)","[(74, 232), (238, 77), (94, 187)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 2, 4)","[(74, 232), (94, 187), (87, 127)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 2, 6)","[(74, 232), (94, 187), (53, 116)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(74, 232), (53, 116), (17, 21)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(1, 2, 3)","[(238, 77), (94, 187), (111, 62)]",110 - I,110 - I,001 - I,001 - I
,3.0,"(1, 3, 4)","[(238, 77), (111, 62), (87, 127)]",100 - I,100 - I,011 - I,011 - I
,3.0,"(1, 3, 7)","[(238, 77), (111, 62), (17, 21)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(3, 5, 7)","[(111, 62), (61, 100), (17, 21)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(61, 100), (53, 116), (17, 21)]",011 - I,110 - I,001 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(74, 232), (238, 77), (94, 187), (111, 62)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(74, 232), (238, 77), (94, 187), (87, 127)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 2, 4, 6)","[(74, 232), (94, 187), (87, 127), (53, 116)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 2, 5, 6)","[(74, 232), (94, 187), (61, 100), (53, 116)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 2, 6, 7)","[(74, 232), (94, 187), (53, 116), (17, 21)]",0111 - I,0110 - B,1001 - B,1000 - I
,4.0,"(0, 5, 6, 7)","[(74, 232), (61, 100), (53, 116), (17, 21)]",0011 - B,0110 - B,1001 - B,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
