PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001011,01001110,10110001,10110100
"(28, 184)",2.0,"(0, 1)","[(28, 184), (147, 220)]",01 - B,01 - B,10 - B,10 - B
"(147, 220)",2.0,"(0, 4)","[(28, 184), (82, 190)]",01 - B,01 - B,10 - B,10 - B
"(140, 210)",2.0,"(0, 6)","[(28, 184), (86, 171)]",01 - B,01 - B,10 - B,10 - B
"(118, 200)",2.0,"(0, 7)","[(28, 184), (227, 35)]",01 - B,00 - M,11 - M,10 - B
"(82, 190)",2.0,"(1, 2)","[(147, 220), (140, 210)]",10 - B,10 - B,01 - B,01 - B
"(107, 181)",2.0,"(1, 7)","[(147, 220), (227, 35)]",11 - M,10 - B,01 - B,00 - M
"(86, 171)",2.0,"(2, 7)","[(140, 210), (227, 35)]",01 - B,00 - M,11 - M,10 - B
"(227, 35)",2.0,"(5, 7)","[(107, 181), (227, 35)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(86, 171), (227, 35)]",11 - M,10 - B,01 - B,00 - M
,3.0,"(0, 1, 2)","[(28, 184), (147, 220), (140, 210)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(28, 184), (147, 220), (82, 190)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 3, 4)","[(28, 184), (118, 200), (82, 190)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(0, 4, 6)","[(28, 184), (82, 190), (86, 171)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(28, 184), (86, 171), (227, 35)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(1, 2, 3)","[(147, 220), (140, 210), (118, 200)]",100 - I,100 - I,011 - I,011 - I
,3.0,"(1, 2, 7)","[(147, 220), (140, 210), (227, 35)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(2, 5, 7)","[(140, 210), (107, 181), (227, 35)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(107, 181), (86, 171), (227, 35)]",011 - I,110 - I,001 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(28, 184), (147, 220), (140, 210), (118, 200)]",0100 - I,0100 - I,1011 - I,1011 - I
,4.0,"(0, 1, 2, 4)","[(28, 184), (147, 220), (140, 210), (82, 190)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(28, 184), (147, 220), (118, 200), (82, 190)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 3, 4, 6)","[(28, 184), (118, 200), (82, 190), (86, 171)]",0011 - B,0011 - B,1100 - B,1100 - B
,4.0,"(0, 4, 5, 6)","[(28, 184), (82, 190), (107, 181), (86, 171)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 4, 6, 7)","[(28, 184), (82, 190), (86, 171), (227, 35)]",0111 - I,0110 - B,1001 - B,1000 - I
,4.0,"(0, 5, 6, 7)","[(28, 184), (107, 181), (86, 171), (227, 35)]",0011 - B,0110 - B,1001 - B,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
