PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100101,10011010
"(23, 137)",2.0,"(0, 1)","[(23, 137), (224, 232)]",01 - B,10 - B
"(224, 232)",2.0,"(0, 2)","[(23, 137), (176, 203)]",01 - B,10 - B
"(176, 203)",2.0,"(0, 6)","[(23, 137), (113, 104)]",00 - M,11 - M
"(218, 197)",2.0,"(0, 7)","[(23, 137), (233, 23)]",01 - B,10 - B
"(193, 186)",2.0,"(1, 2)","[(224, 232), (176, 203)]",11 - M,00 - M
"(191, 177)",2.0,"(1, 3)","[(224, 232), (218, 197)]",10 - B,01 - B
"(113, 104)",2.0,"(1, 7)","[(224, 232), (233, 23)]",11 - M,00 - M
"(233, 23)",2.0,"(3, 7)","[(218, 197), (233, 23)]",01 - B,10 - B
,2.0,"(6, 7)","[(113, 104), (233, 23)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(23, 137), (224, 232), (176, 203)]",011 - I,100 - I
,3.0,"(0, 2, 6)","[(23, 137), (176, 203), (113, 104)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(23, 137), (113, 104), (233, 23)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(224, 232), (176, 203), (218, 197)]",110 - I,001 - I
,3.0,"(1, 3, 4)","[(224, 232), (218, 197), (193, 186)]",100 - I,011 - I
,3.0,"(1, 3, 7)","[(224, 232), (218, 197), (233, 23)]",101 - I,010 - I
,3.0,"(3, 5, 7)","[(218, 197), (191, 177), (233, 23)]",011 - I,100 - I
,3.0,"(3, 6, 7)","[(218, 197), (113, 104), (233, 23)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(191, 177), (113, 104), (233, 23)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(23, 137), (224, 232), (176, 203), (218, 197)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(23, 137), (224, 232), (176, 203), (193, 186)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 6)","[(23, 137), (224, 232), (176, 203), (113, 104)]",0110 - B,1001 - B
,4.0,"(0, 2, 4, 6)","[(23, 137), (176, 203), (193, 186), (113, 104)]",0100 - I,1011 - I
,4.0,"(0, 2, 5, 6)","[(23, 137), (176, 203), (191, 177), (113, 104)]",0110 - B,1001 - B
,4.0,"(0, 2, 6, 7)","[(23, 137), (176, 203), (113, 104), (233, 23)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(23, 137), (191, 177), (113, 104), (233, 23)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
