PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(182, 22)",2.0,"(0, 1)","[(182, 22), (121, 117)]",01 - B,10 - B
"(121, 117)",2.0,"(0, 6)","[(182, 22), (192, 107)]",00 - M,11 - M
"(54, 233)",2.0,"(0, 7)","[(182, 22), (201, 125)]",01 - B,10 - B
"(91, 178)",2.0,"(1, 2)","[(121, 117), (54, 233)]",10 - B,01 - B
"(101, 176)",2.0,"(2, 3)","[(54, 233), (91, 178)]",01 - B,10 - B
"(107, 179)",2.0,"(2, 5)","[(54, 233), (107, 179)]",01 - B,10 - B
"(192, 107)",2.0,"(2, 7)","[(54, 233), (201, 125)]",01 - B,10 - B
"(201, 125)",2.0,"(6, 7)","[(192, 107), (201, 125)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(182, 22), (121, 117), (54, 233)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(182, 22), (121, 117), (91, 178)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(182, 22), (121, 117), (192, 107)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(182, 22), (192, 107), (201, 125)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(121, 117), (54, 233), (91, 178)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(54, 233), (91, 178), (101, 176)]",010 - I,101 - I
,3.0,"(2, 3, 5)","[(54, 233), (91, 178), (107, 179)]",011 - I,100 - I
,3.0,"(2, 4, 5)","[(54, 233), (101, 176), (107, 179)]",001 - I,110 - I
,3.0,"(2, 5, 7)","[(54, 233), (107, 179), (201, 125)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(54, 233), (192, 107), (201, 125)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(107, 179), (192, 107), (201, 125)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(182, 22), (121, 117), (54, 233), (91, 178)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(182, 22), (121, 117), (91, 178), (101, 176)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(182, 22), (121, 117), (91, 178), (192, 107)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(182, 22), (121, 117), (192, 107), (201, 125)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(182, 22), (107, 179), (192, 107), (201, 125)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
