PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(10, 145)",2.0,"(0, 1)","[(10, 145), (221, 211)]",01 - B,10 - B
"(221, 211)",2.0,"(0, 3)","[(10, 145), (125, 111)]",01 - B,10 - B
"(144, 108)",2.0,"(0, 6)","[(10, 145), (130, 96)]",01 - B,10 - B
"(125, 111)",2.0,"(0, 7)","[(10, 145), (246, 44)]",01 - B,10 - B
"(219, 77)",2.0,"(1, 2)","[(221, 211), (144, 108)]",10 - B,01 - B
"(174, 81)",2.0,"(1, 4)","[(221, 211), (219, 77)]",10 - B,01 - B
"(130, 96)",2.0,"(1, 7)","[(221, 211), (246, 44)]",11 - M,00 - M
"(246, 44)",2.0,"(4, 7)","[(219, 77), (246, 44)]",01 - B,10 - B
,2.0,"(5, 7)","[(174, 81), (246, 44)]",01 - B,10 - B
,2.0,"(6, 7)","[(130, 96), (246, 44)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(10, 145), (221, 211), (144, 108)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(10, 145), (221, 211), (125, 111)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(10, 145), (125, 111), (130, 96)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(10, 145), (174, 81), (130, 96)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(10, 145), (130, 96), (246, 44)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(221, 211), (144, 108), (125, 111)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(221, 211), (144, 108), (219, 77)]",100 - I,011 - I
,3.0,"(1, 4, 7)","[(221, 211), (219, 77), (246, 44)]",101 - I,010 - I
,3.0,"(4, 5, 7)","[(219, 77), (174, 81), (246, 44)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(174, 81), (130, 96), (246, 44)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(10, 145), (221, 211), (144, 108), (125, 111)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(10, 145), (221, 211), (125, 111), (130, 96)]",0111 - I,1000 - I
,4.0,"(0, 2, 3, 6)","[(10, 145), (144, 108), (125, 111), (130, 96)]",0011 - B,1100 - B
,4.0,"(0, 3, 5, 6)","[(10, 145), (125, 111), (174, 81), (130, 96)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(10, 145), (174, 81), (130, 96), (246, 44)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
