PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,01011010,10100101,10110010
"(218, 13)",2.0,"(0, 1)","[(218, 13), (38, 61)]",01 - B,01 - B,10 - B,10 - B
"(38, 61)",2.0,"(0, 4)","[(218, 13), (180, 60)]",01 - B,01 - B,10 - B,10 - B
"(109, 96)",2.0,"(0, 6)","[(218, 13), (186, 123)]",00 - M,01 - B,10 - B,11 - M
"(104, 124)",2.0,"(0, 7)","[(218, 13), (168, 242)]",01 - B,00 - M,11 - M,10 - B
"(180, 60)",2.0,"(1, 2)","[(38, 61), (109, 96)]",10 - B,10 - B,01 - B,01 - B
"(143, 121)",2.0,"(1, 3)","[(38, 61), (104, 124)]",10 - B,11 - M,00 - M,01 - B
"(186, 123)",2.0,"(1, 7)","[(38, 61), (168, 242)]",11 - M,10 - B,01 - B,00 - M
"(168, 242)",2.0,"(3, 7)","[(104, 124), (168, 242)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(186, 123), (168, 242)]",01 - B,10 - B,01 - B,10 - B
,3.0,"(0, 1, 2)","[(218, 13), (38, 61), (109, 96)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(218, 13), (38, 61), (180, 60)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 4, 6)","[(218, 13), (180, 60), (186, 123)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 6, 7)","[(218, 13), (186, 123), (168, 242)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(1, 2, 3)","[(38, 61), (109, 96), (104, 124)]",100 - I,101 - I,010 - I,011 - I
,3.0,"(1, 3, 7)","[(38, 61), (104, 124), (168, 242)]",101 - I,110 - I,001 - I,010 - I
,3.0,"(3, 5, 7)","[(104, 124), (143, 121), (168, 242)]",011 - I,100 - I,011 - I,100 - I
,3.0,"(3, 6, 7)","[(104, 124), (186, 123), (168, 242)]",001 - I,110 - I,001 - I,110 - I
,3.0,"(5, 6, 7)","[(143, 121), (186, 123), (168, 242)]",101 - I,010 - I,101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(218, 13), (38, 61), (109, 96), (104, 124)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 2, 4)","[(218, 13), (38, 61), (109, 96), (180, 60)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(218, 13), (38, 61), (180, 60), (186, 123)]",0110 - B,0111 - I,1000 - I,1001 - B
,4.0,"(0, 2, 4, 6)","[(218, 13), (109, 96), (180, 60), (186, 123)]",0010 - I,0011 - B,1100 - B,1101 - I
,4.0,"(0, 4, 5, 6)","[(218, 13), (180, 60), (143, 121), (186, 123)]",0110 - B,0101 - B,1010 - B,1001 - B
,4.0,"(0, 4, 6, 7)","[(218, 13), (180, 60), (186, 123), (168, 242)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(218, 13), (143, 121), (186, 123), (168, 242)]",0101 - B,0010 - I,1101 - I,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
