PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(6, 67)",2.0,"(0, 1)","[(6, 67), (107, 205)]",01 - B,10 - B
"(107, 205)",2.0,"(0, 5)","[(6, 67), (60, 98)]",01 - B,10 - B
"(182, 217)",2.0,"(0, 7)","[(6, 67), (250, 46)]",01 - B,10 - B
"(153, 178)",2.0,"(1, 2)","[(107, 205), (182, 217)]",10 - B,01 - B
"(151, 167)",2.0,"(2, 3)","[(182, 217), (153, 178)]",01 - B,10 - B
"(60, 98)",2.0,"(2, 6)","[(182, 217), (210, 127)]",00 - M,11 - M
"(210, 127)",2.0,"(2, 7)","[(182, 217), (250, 46)]",01 - B,10 - B
"(250, 46)",2.0,"(6, 7)","[(210, 127), (250, 46)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(6, 67), (107, 205), (182, 217)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(6, 67), (107, 205), (60, 98)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(6, 67), (60, 98), (250, 46)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(6, 67), (210, 127), (250, 46)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(107, 205), (182, 217), (153, 178)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(182, 217), (153, 178), (210, 127)]",010 - I,101 - I
,3.0,"(2, 6, 7)","[(182, 217), (210, 127), (250, 46)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(151, 167), (210, 127), (250, 46)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(60, 98), (210, 127), (250, 46)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(6, 67), (107, 205), (182, 217), (153, 178)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(6, 67), (107, 205), (182, 217), (60, 98)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(6, 67), (107, 205), (153, 178), (60, 98)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 5)","[(6, 67), (107, 205), (151, 167), (60, 98)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 7)","[(6, 67), (107, 205), (60, 98), (250, 46)]",0111 - I,1000 - I
,4.0,"(0, 4, 5, 7)","[(6, 67), (151, 167), (60, 98), (250, 46)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(6, 67), (60, 98), (210, 127), (250, 46)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
