PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(48, 4)",2.0,"(0, 1)","[(48, 4), (31, 62)]",01 - B,10 - B
"(31, 62)",2.0,"(0, 6)","[(48, 4), (116, 41)]",00 - M,11 - M
"(49, 252)",2.0,"(0, 7)","[(48, 4), (225, 40)]",01 - B,10 - B
"(74, 197)",2.0,"(1, 2)","[(31, 62), (49, 252)]",10 - B,01 - B
"(75, 152)",2.0,"(2, 3)","[(49, 252), (74, 197)]",01 - B,10 - B
"(88, 64)",2.0,"(2, 7)","[(49, 252), (225, 40)]",01 - B,10 - B
"(116, 41)",2.0,"(3, 7)","[(74, 197), (225, 40)]",11 - M,00 - M
"(225, 40)",2.0,"(6, 7)","[(116, 41), (225, 40)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(48, 4), (31, 62), (49, 252)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(48, 4), (31, 62), (88, 64)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(48, 4), (31, 62), (116, 41)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(48, 4), (116, 41), (225, 40)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(31, 62), (49, 252), (74, 197)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(49, 252), (74, 197), (75, 152)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(49, 252), (74, 197), (225, 40)]",011 - I,100 - I
,3.0,"(3, 6, 7)","[(74, 197), (116, 41), (225, 40)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(88, 64), (116, 41), (225, 40)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(48, 4), (31, 62), (49, 252), (74, 197)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(48, 4), (31, 62), (49, 252), (75, 152)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 5)","[(48, 4), (31, 62), (49, 252), (88, 64)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(48, 4), (31, 62), (75, 152), (88, 64)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(48, 4), (31, 62), (88, 64), (116, 41)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(48, 4), (31, 62), (116, 41), (225, 40)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(48, 4), (88, 64), (116, 41), (225, 40)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
