PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(255, 140)",2.0,"(0, 1)","[(255, 140), (8, 31)]",01 - B,10 - B
"(8, 31)",2.0,"(0, 3)","[(255, 140), (138, 144)]",01 - B,10 - B
"(12, 143)",2.0,"(0, 6)","[(255, 140), (124, 181)]",01 - B,10 - B
"(138, 144)",2.0,"(0, 7)","[(255, 140), (3, 225)]",00 - M,11 - M
"(92, 149)",2.0,"(1, 2)","[(8, 31), (12, 143)]",10 - B,01 - B
"(34, 161)",2.0,"(1, 7)","[(8, 31), (3, 225)]",10 - B,01 - B
"(124, 181)",2.0,"(2, 7)","[(12, 143), (3, 225)]",00 - M,11 - M
"(3, 225)",2.0,"(5, 7)","[(34, 161), (3, 225)]",10 - B,01 - B
,2.0,"(6, 7)","[(124, 181), (3, 225)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(255, 140), (8, 31), (12, 143)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(255, 140), (8, 31), (138, 144)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(255, 140), (138, 144), (124, 181)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(255, 140), (124, 181), (3, 225)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(8, 31), (12, 143), (138, 144)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(8, 31), (12, 143), (92, 149)]",100 - I,011 - I
,3.0,"(1, 2, 5)","[(8, 31), (12, 143), (34, 161)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(8, 31), (12, 143), (3, 225)]",100 - I,011 - I
,3.0,"(2, 5, 7)","[(12, 143), (34, 161), (3, 225)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(34, 161), (124, 181), (3, 225)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(255, 140), (8, 31), (12, 143), (138, 144)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(255, 140), (8, 31), (138, 144), (92, 149)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(255, 140), (8, 31), (138, 144), (124, 181)]",0111 - I,1000 - I
,4.0,"(0, 3, 4, 6)","[(255, 140), (138, 144), (92, 149), (124, 181)]",0101 - B,1010 - B
,4.0,"(0, 3, 6, 7)","[(255, 140), (138, 144), (124, 181), (3, 225)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(255, 140), (34, 161), (124, 181), (3, 225)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
