PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100101,10011010
"(233, 90)",2.0,"(0, 1)","[(233, 90), (42, 40)]",01 - B,10 - B
"(42, 40)",2.0,"(0, 5)","[(233, 90), (148, 149)]",01 - B,10 - B
"(69, 178)",2.0,"(0, 7)","[(233, 90), (137, 182)]",01 - B,10 - B
"(22, 215)",2.0,"(1, 2)","[(42, 40), (69, 178)]",11 - M,00 - M
"(143, 148)",2.0,"(1, 3)","[(42, 40), (22, 215)]",10 - B,01 - B
"(148, 149)",2.0,"(2, 3)","[(69, 178), (22, 215)]",10 - B,01 - B
"(136, 169)",2.0,"(3, 7)","[(22, 215), (137, 182)]",01 - B,10 - B
"(137, 182)",2.0,"(6, 7)","[(136, 169), (137, 182)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(233, 90), (42, 40), (69, 178)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(233, 90), (42, 40), (143, 148)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(233, 90), (42, 40), (148, 149)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(233, 90), (143, 148), (148, 149)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(233, 90), (148, 149), (137, 182)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(233, 90), (136, 169), (137, 182)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(42, 40), (69, 178), (22, 215)]",110 - I,001 - I
,3.0,"(2, 3, 7)","[(69, 178), (22, 215), (137, 182)]",101 - I,010 - I
,3.0,"(3, 6, 7)","[(22, 215), (136, 169), (137, 182)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(148, 149), (136, 169), (137, 182)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(233, 90), (42, 40), (69, 178), (22, 215)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(233, 90), (42, 40), (69, 178), (143, 148)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(233, 90), (42, 40), (143, 148), (148, 149)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(233, 90), (143, 148), (148, 149), (136, 169)]",0010 - I,1101 - I
,4.0,"(0, 4, 5, 7)","[(233, 90), (143, 148), (148, 149), (137, 182)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(233, 90), (148, 149), (136, 169), (137, 182)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
