PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(100, 65)",2.0,"(0, 1)","[(100, 65), (68, 67)]",01 - B,10 - B
"(68, 67)",2.0,"(0, 7)","[(100, 65), (234, 124)]",01 - B,10 - B
"(17, 107)",2.0,"(1, 2)","[(68, 67), (17, 107)]",10 - B,01 - B
"(115, 154)",2.0,"(2, 3)","[(17, 107), (115, 154)]",01 - B,10 - B
"(158, 191)",2.0,"(2, 4)","[(17, 107), (158, 191)]",00 - M,11 - M
"(176, 150)",2.0,"(3, 4)","[(115, 154), (158, 191)]",10 - B,01 - B
"(173, 134)",2.0,"(4, 5)","[(158, 191), (176, 150)]",01 - B,10 - B
"(234, 124)",2.0,"(4, 7)","[(158, 191), (234, 124)]",01 - B,10 - B
,2.0,"(5, 7)","[(176, 150), (234, 124)]",11 - M,00 - M
,2.0,"(6, 7)","[(173, 134), (234, 124)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(100, 65), (68, 67), (17, 107)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(100, 65), (68, 67), (234, 124)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(100, 65), (173, 134), (234, 124)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(68, 67), (17, 107), (115, 154)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(17, 107), (115, 154), (158, 191)]",010 - I,101 - I
,3.0,"(3, 4, 5)","[(115, 154), (158, 191), (176, 150)]",101 - I,010 - I
,3.0,"(4, 5, 7)","[(158, 191), (176, 150), (234, 124)]",011 - I,100 - I
,3.0,"(5, 6, 7)","[(176, 150), (173, 134), (234, 124)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(100, 65), (68, 67), (17, 107), (115, 154)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(100, 65), (68, 67), (17, 107), (173, 134)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 7)","[(100, 65), (68, 67), (17, 107), (234, 124)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(100, 65), (68, 67), (173, 134), (234, 124)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(100, 65), (176, 150), (173, 134), (234, 124)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
