PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(90, 107)",2.0,"(0, 1)","[(90, 107), (63, 114)]",01 - B,10 - B
"(63, 114)",2.0,"(0, 7)","[(90, 107), (157, 106)]",01 - B,10 - B
"(50, 123)",2.0,"(1, 2)","[(63, 114), (50, 123)]",10 - B,01 - B
"(78, 137)",2.0,"(2, 3)","[(50, 123), (78, 137)]",01 - B,10 - B
"(206, 148)",2.0,"(3, 4)","[(78, 137), (206, 148)]",10 - B,01 - B
"(177, 128)",2.0,"(4, 5)","[(206, 148), (177, 128)]",01 - B,10 - B
"(151, 117)",2.0,"(4, 7)","[(206, 148), (157, 106)]",01 - B,10 - B
"(157, 106)",2.0,"(5, 7)","[(177, 128), (157, 106)]",11 - M,00 - M
,2.0,"(6, 7)","[(151, 117), (157, 106)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(90, 107), (63, 114), (50, 123)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(90, 107), (63, 114), (157, 106)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(90, 107), (151, 117), (157, 106)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(63, 114), (50, 123), (78, 137)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(50, 123), (78, 137), (206, 148)]",010 - I,101 - I
,3.0,"(3, 4, 5)","[(78, 137), (206, 148), (177, 128)]",101 - I,010 - I
,3.0,"(4, 5, 6)","[(206, 148), (177, 128), (151, 117)]",010 - I,101 - I
,3.0,"(4, 5, 7)","[(206, 148), (177, 128), (157, 106)]",011 - I,100 - I
,3.0,"(5, 6, 7)","[(177, 128), (151, 117), (157, 106)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(90, 107), (63, 114), (50, 123), (78, 137)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 7)","[(90, 107), (63, 114), (50, 123), (157, 106)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(90, 107), (63, 114), (151, 117), (157, 106)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(90, 107), (177, 128), (151, 117), (157, 106)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
