PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(23, 213)",2.0,"(0, 1)","[(23, 213), (137, 135)]",01 - B,10 - B
"(137, 135)",2.0,"(0, 6)","[(23, 213), (47, 109)]",00 - M,11 - M
"(234, 54)",2.0,"(0, 7)","[(23, 213), (22, 42)]",01 - B,10 - B
"(164, 98)",2.0,"(1, 2)","[(137, 135), (234, 54)]",10 - B,01 - B
"(141, 93)",2.0,"(2, 3)","[(234, 54), (164, 98)]",01 - B,10 - B
"(107, 95)",2.0,"(2, 7)","[(234, 54), (22, 42)]",01 - B,10 - B
"(47, 109)",2.0,"(6, 7)","[(47, 109), (22, 42)]",01 - B,10 - B
"(22, 42)",3.0,"(0, 1, 2)","[(23, 213), (137, 135), (234, 54)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(23, 213), (137, 135), (164, 98)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(23, 213), (137, 135), (47, 109)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(23, 213), (47, 109), (22, 42)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(137, 135), (234, 54), (164, 98)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(234, 54), (164, 98), (141, 93)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(234, 54), (164, 98), (22, 42)]",011 - I,100 - I
,3.0,"(2, 4, 7)","[(234, 54), (141, 93), (22, 42)]",001 - I,110 - I
,3.0,"(2, 5, 7)","[(234, 54), (107, 95), (22, 42)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(234, 54), (47, 109), (22, 42)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(107, 95), (47, 109), (22, 42)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(23, 213), (137, 135), (234, 54), (164, 98)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(23, 213), (137, 135), (164, 98), (141, 93)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 6)","[(23, 213), (137, 135), (164, 98), (47, 109)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 6)","[(23, 213), (137, 135), (107, 95), (47, 109)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(23, 213), (137, 135), (47, 109), (22, 42)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(23, 213), (107, 95), (47, 109), (22, 42)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
