PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(30, 23)",2.0,"(0, 1)","[(30, 23), (108, 236)]",01 - B,10 - B
"(108, 236)",2.0,"(0, 6)","[(30, 23), (59, 49)]",01 - B,10 - B
"(119, 208)",2.0,"(0, 7)","[(30, 23), (226, 76)]",00 - M,11 - M
"(120, 184)",2.0,"(1, 2)","[(108, 236), (119, 208)]",10 - B,01 - B
"(99, 124)",2.0,"(1, 7)","[(108, 236), (226, 76)]",10 - B,01 - B
"(110, 128)",2.0,"(2, 7)","[(119, 208), (226, 76)]",00 - M,11 - M
"(59, 49)",2.0,"(3, 7)","[(120, 184), (226, 76)]",10 - B,01 - B
"(226, 76)",2.0,"(5, 7)","[(110, 128), (226, 76)]",10 - B,01 - B
,2.0,"(6, 7)","[(59, 49), (226, 76)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(30, 23), (108, 236), (119, 208)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(30, 23), (108, 236), (59, 49)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(30, 23), (99, 124), (59, 49)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(30, 23), (59, 49), (226, 76)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(108, 236), (119, 208), (120, 184)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(108, 236), (119, 208), (226, 76)]",100 - I,011 - I
,3.0,"(2, 3, 7)","[(119, 208), (120, 184), (226, 76)]",010 - I,101 - I
,3.0,"(3, 5, 7)","[(120, 184), (110, 128), (226, 76)]",110 - I,001 - I
,3.0,"(4, 5, 7)","[(99, 124), (110, 128), (226, 76)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(110, 128), (59, 49), (226, 76)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(30, 23), (108, 236), (119, 208), (120, 184)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(30, 23), (108, 236), (119, 208), (59, 49)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(30, 23), (108, 236), (99, 124), (59, 49)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(30, 23), (99, 124), (110, 128), (59, 49)]",0011 - B,1100 - B
,4.0,"(0, 4, 6, 7)","[(30, 23), (99, 124), (59, 49), (226, 76)]",0010 - I,1101 - I
,4.0,"(0, 5, 6, 7)","[(30, 23), (110, 128), (59, 49), (226, 76)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
