PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(11, 95)",2.0,"(0, 1)","[(11, 95), (6, 157)]",01 - B,10 - B
"(6, 157)",2.0,"(0, 7)","[(11, 95), (249, 7)]",01 - B,10 - B
"(109, 249)",2.0,"(1, 2)","[(6, 157), (109, 249)]",10 - B,01 - B
"(89, 195)",2.0,"(2, 3)","[(109, 249), (89, 195)]",01 - B,10 - B
"(61, 148)",2.0,"(2, 6)","[(109, 249), (136, 167)]",00 - M,11 - M
"(90, 151)",2.0,"(2, 7)","[(109, 249), (249, 7)]",01 - B,10 - B
"(136, 167)",2.0,"(6, 7)","[(136, 167), (249, 7)]",01 - B,10 - B
"(249, 7)",3.0,"(0, 1, 2)","[(11, 95), (6, 157), (109, 249)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(11, 95), (6, 157), (61, 148)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(11, 95), (6, 157), (249, 7)]",011 - I,100 - I
,3.0,"(0, 4, 7)","[(11, 95), (61, 148), (249, 7)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(11, 95), (90, 151), (249, 7)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(11, 95), (136, 167), (249, 7)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(6, 157), (109, 249), (89, 195)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(109, 249), (89, 195), (136, 167)]",010 - I,101 - I
,3.0,"(2, 6, 7)","[(109, 249), (136, 167), (249, 7)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(90, 151), (136, 167), (249, 7)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(11, 95), (6, 157), (109, 249), (89, 195)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(11, 95), (6, 157), (109, 249), (61, 148)]",0100 - I,1011 - I
,4.0,"(0, 1, 3, 4)","[(11, 95), (6, 157), (89, 195), (61, 148)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(11, 95), (6, 157), (61, 148), (90, 151)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 7)","[(11, 95), (6, 157), (61, 148), (249, 7)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(11, 95), (61, 148), (90, 151), (249, 7)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(11, 95), (90, 151), (136, 167), (249, 7)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
