PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(42, 167)",2.0,"(0, 1)","[(42, 167), (131, 210)]",01 - B,10 - B
"(131, 210)",2.0,"(0, 6)","[(42, 167), (120, 161)]",00 - M,11 - M
"(214, 228)",2.0,"(0, 7)","[(42, 167), (210, 34)]",01 - B,10 - B
"(203, 213)",2.0,"(1, 2)","[(131, 210), (214, 228)]",10 - B,01 - B
"(151, 190)",2.0,"(2, 3)","[(214, 228), (203, 213)]",01 - B,10 - B
"(165, 181)",2.0,"(2, 7)","[(214, 228), (210, 34)]",01 - B,10 - B
"(120, 161)",2.0,"(3, 7)","[(203, 213), (210, 34)]",11 - M,00 - M
"(210, 34)",2.0,"(5, 7)","[(165, 181), (210, 34)]",01 - B,10 - B
,2.0,"(6, 7)","[(120, 161), (210, 34)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(42, 167), (131, 210), (214, 228)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(42, 167), (131, 210), (151, 190)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(42, 167), (131, 210), (120, 161)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(42, 167), (120, 161), (210, 34)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(131, 210), (214, 228), (203, 213)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(214, 228), (203, 213), (165, 181)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(214, 228), (203, 213), (210, 34)]",011 - I,100 - I
,3.0,"(3, 5, 7)","[(203, 213), (165, 181), (210, 34)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(165, 181), (120, 161), (210, 34)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(42, 167), (131, 210), (214, 228), (203, 213)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(42, 167), (131, 210), (214, 228), (151, 190)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(42, 167), (131, 210), (151, 190), (120, 161)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(42, 167), (131, 210), (120, 161), (210, 34)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(42, 167), (151, 190), (120, 161), (210, 34)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(42, 167), (165, 181), (120, 161), (210, 34)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
