PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01010110,10101001,10101100
"(88, 217)",2.0,"(0, 1)","[(88, 217), (245, 124)]",01 - B,01 - B,10 - B,10 - B
"(245, 124)",2.0,"(0, 3)","[(88, 217), (113, 187)]",01 - B,01 - B,10 - B,10 - B
"(196, 126)",2.0,"(0, 6)","[(88, 217), (82, 166)]",01 - B,01 - B,10 - B,10 - B
"(113, 187)",2.0,"(0, 7)","[(88, 217), (10, 39)]",01 - B,00 - M,11 - M,10 - B
"(125, 164)",2.0,"(1, 2)","[(245, 124), (196, 126)]",10 - B,10 - B,01 - B,01 - B
"(100, 151)",2.0,"(1, 7)","[(245, 124), (10, 39)]",11 - M,10 - B,01 - B,00 - M
"(82, 166)",2.0,"(2, 7)","[(196, 126), (10, 39)]",01 - B,00 - M,11 - M,10 - B
"(10, 39)",2.0,"(5, 7)","[(100, 151), (10, 39)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(82, 166), (10, 39)]",11 - M,10 - B,01 - B,00 - M
,3.0,"(0, 1, 2)","[(88, 217), (245, 124), (196, 126)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 3)","[(88, 217), (245, 124), (113, 187)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 3, 4)","[(88, 217), (113, 187), (125, 164)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 3, 6)","[(88, 217), (113, 187), (82, 166)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(88, 217), (82, 166), (10, 39)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(1, 2, 3)","[(245, 124), (196, 126), (113, 187)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(1, 2, 4)","[(245, 124), (196, 126), (125, 164)]",100 - I,100 - I,011 - I,011 - I
,3.0,"(1, 2, 7)","[(245, 124), (196, 126), (10, 39)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(2, 5, 7)","[(196, 126), (100, 151), (10, 39)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(100, 151), (82, 166), (10, 39)]",011 - I,110 - I,001 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(88, 217), (245, 124), (196, 126), (113, 187)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(88, 217), (245, 124), (113, 187), (125, 164)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 3, 4, 6)","[(88, 217), (113, 187), (125, 164), (82, 166)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 3, 5, 6)","[(88, 217), (113, 187), (100, 151), (82, 166)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 3, 6, 7)","[(88, 217), (113, 187), (82, 166), (10, 39)]",0111 - I,0110 - B,1001 - B,1000 - I
,4.0,"(0, 5, 6, 7)","[(88, 217), (100, 151), (82, 166), (10, 39)]",0011 - B,0110 - B,1001 - B,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
