PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01010110,10101001,10101100
"(12, 253)",2.0,"(0, 1)","[(12, 253), (249, 254)]",01 - B,01 - B,10 - B,10 - B
"(249, 254)",2.0,"(0, 3)","[(12, 253), (78, 248)]",01 - B,01 - B,10 - B,10 - B
"(211, 247)",2.0,"(0, 6)","[(12, 253), (36, 232)]",01 - B,01 - B,10 - B,10 - B
"(78, 248)",2.0,"(0, 7)","[(12, 253), (6, 1)]",01 - B,00 - M,11 - M,10 - B
"(73, 240)",2.0,"(1, 2)","[(249, 254), (211, 247)]",10 - B,10 - B,01 - B,01 - B
"(51, 229)",2.0,"(1, 7)","[(249, 254), (6, 1)]",11 - M,10 - B,01 - B,00 - M
"(36, 232)",2.0,"(2, 7)","[(211, 247), (6, 1)]",01 - B,00 - M,11 - M,10 - B
"(6, 1)",2.0,"(5, 7)","[(51, 229), (6, 1)]",01 - B,10 - B,01 - B,10 - B
,2.0,"(6, 7)","[(36, 232), (6, 1)]",11 - M,10 - B,01 - B,00 - M
,3.0,"(0, 1, 2)","[(12, 253), (249, 254), (211, 247)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 3)","[(12, 253), (249, 254), (78, 248)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 3, 4)","[(12, 253), (78, 248), (73, 240)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 3, 6)","[(12, 253), (78, 248), (36, 232)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 5, 6)","[(12, 253), (51, 229), (36, 232)]",001 - I,011 - I,100 - I,110 - I
,3.0,"(0, 6, 7)","[(12, 253), (36, 232), (6, 1)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(1, 2, 3)","[(249, 254), (211, 247), (78, 248)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(1, 2, 7)","[(249, 254), (211, 247), (6, 1)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(2, 5, 7)","[(211, 247), (51, 229), (6, 1)]",001 - I,010 - I,101 - I,110 - I
,3.0,"(5, 6, 7)","[(51, 229), (36, 232), (6, 1)]",011 - I,110 - I,001 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(12, 253), (249, 254), (211, 247), (78, 248)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(12, 253), (249, 254), (78, 248), (73, 240)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 3, 4, 6)","[(12, 253), (78, 248), (73, 240), (36, 232)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 3, 5, 6)","[(12, 253), (78, 248), (51, 229), (36, 232)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 4, 5, 6)","[(12, 253), (73, 240), (51, 229), (36, 232)]",0001 - I,0011 - B,1100 - B,1110 - I
,4.0,"(0, 5, 6, 7)","[(12, 253), (51, 229), (36, 232), (6, 1)]",0011 - B,0110 - B,1001 - B,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
