PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(68, 215)",2.0,"(0, 1)","[(68, 215), (225, 246)]",01 - B,10 - B
"(225, 246)",2.0,"(0, 3)","[(68, 215), (98, 210)]",01 - B,10 - B
"(185, 220)",2.0,"(0, 6)","[(68, 215), (70, 176)]",01 - B,10 - B
"(98, 210)",2.0,"(0, 7)","[(68, 215), (33, 12)]",00 - M,11 - M
"(108, 201)",2.0,"(1, 2)","[(225, 246), (185, 220)]",10 - B,01 - B
"(86, 100)",2.0,"(1, 7)","[(225, 246), (33, 12)]",10 - B,01 - B
"(70, 176)",2.0,"(5, 7)","[(86, 100), (33, 12)]",10 - B,01 - B
"(33, 12)",2.0,"(6, 7)","[(70, 176), (33, 12)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(68, 215), (225, 246), (185, 220)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(68, 215), (225, 246), (98, 210)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(68, 215), (98, 210), (108, 201)]",010 - I,101 - I
,3.0,"(0, 3, 6)","[(68, 215), (98, 210), (70, 176)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(68, 215), (70, 176), (33, 12)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(225, 246), (185, 220), (98, 210)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(225, 246), (185, 220), (108, 201)]",100 - I,011 - I
,3.0,"(1, 2, 5)","[(225, 246), (185, 220), (86, 100)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(225, 246), (185, 220), (33, 12)]",100 - I,011 - I
,3.0,"(1, 5, 7)","[(225, 246), (86, 100), (33, 12)]",110 - I,001 - I
,3.0,"(2, 5, 7)","[(185, 220), (86, 100), (33, 12)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(86, 100), (70, 176), (33, 12)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(68, 215), (225, 246), (185, 220), (98, 210)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(68, 215), (225, 246), (98, 210), (108, 201)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 6)","[(68, 215), (98, 210), (108, 201), (70, 176)]",0101 - B,1010 - B
,4.0,"(0, 3, 6, 7)","[(68, 215), (98, 210), (70, 176), (33, 12)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(68, 215), (86, 100), (70, 176), (33, 12)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
