PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(65, 6)",2.0,"(0, 1)","[(65, 6), (71, 87)]",01 - B,10 - B
"(71, 87)",2.0,"(0, 5)","[(65, 6), (148, 81)]",01 - B,10 - B
"(123, 253)",2.0,"(0, 7)","[(65, 6), (192, 85)]",01 - B,10 - B
"(124, 196)",2.0,"(1, 2)","[(71, 87), (123, 253)]",10 - B,01 - B
"(117, 143)",2.0,"(2, 3)","[(123, 253), (124, 196)]",01 - B,10 - B
"(148, 81)",2.0,"(2, 7)","[(123, 253), (192, 85)]",01 - B,10 - B
"(174, 93)",2.0,"(6, 7)","[(174, 93), (192, 85)]",01 - B,10 - B
"(192, 85)",3.0,"(0, 1, 2)","[(65, 6), (71, 87), (123, 253)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(65, 6), (71, 87), (117, 143)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(65, 6), (71, 87), (148, 81)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(65, 6), (148, 81), (192, 85)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(65, 6), (174, 93), (192, 85)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(71, 87), (123, 253), (124, 196)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(123, 253), (124, 196), (117, 143)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(123, 253), (124, 196), (192, 85)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(123, 253), (174, 93), (192, 85)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(148, 81), (174, 93), (192, 85)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(65, 6), (71, 87), (123, 253), (124, 196)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(65, 6), (71, 87), (123, 253), (117, 143)]",0100 - I,1011 - I
,4.0,"(0, 1, 3, 4)","[(65, 6), (71, 87), (124, 196), (117, 143)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(65, 6), (71, 87), (117, 143), (148, 81)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(65, 6), (71, 87), (148, 81), (174, 93)]",0110 - B,1001 - B
,4.0,"(0, 1, 5, 7)","[(65, 6), (71, 87), (148, 81), (192, 85)]",0111 - I,1000 - I
,4.0,"(0, 5, 6, 7)","[(65, 6), (148, 81), (174, 93), (192, 85)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
