PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(107, 193)",2.0,"(0, 1)","[(107, 193), (132, 206)]",01 - B,10 - B
"(132, 206)",2.0,"(0, 7)","[(107, 193), (27, 49)]",01 - B,10 - B
"(228, 182)",2.0,"(1, 2)","[(132, 206), (228, 182)]",10 - B,01 - B
"(178, 169)",2.0,"(2, 3)","[(228, 182), (178, 169)]",01 - B,10 - B
"(145, 177)",2.0,"(2, 7)","[(228, 182), (27, 49)]",01 - B,10 - B
"(153, 168)",2.0,"(6, 7)","[(85, 122), (27, 49)]",01 - B,10 - B
"(85, 122)",3.0,"(0, 1, 2)","[(107, 193), (132, 206), (228, 182)]",010 - I,101 - I
"(27, 49)",3.0,"(0, 1, 4)","[(107, 193), (132, 206), (145, 177)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(107, 193), (132, 206), (85, 122)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(107, 193), (132, 206), (27, 49)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(107, 193), (85, 122), (27, 49)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(132, 206), (228, 182), (178, 169)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(228, 182), (178, 169), (153, 168)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(228, 182), (178, 169), (27, 49)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(228, 182), (85, 122), (27, 49)]",001 - I,110 - I
,3.0,"(3, 6, 7)","[(178, 169), (85, 122), (27, 49)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(153, 168), (85, 122), (27, 49)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(107, 193), (132, 206), (228, 182), (178, 169)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(107, 193), (132, 206), (228, 182), (145, 177)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(107, 193), (132, 206), (145, 177), (153, 168)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(107, 193), (132, 206), (145, 177), (85, 122)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(107, 193), (132, 206), (85, 122), (27, 49)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(107, 193), (145, 177), (85, 122), (27, 49)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(107, 193), (153, 168), (85, 122), (27, 49)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
