PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,10110010
"(145, 244)",2.0,"(0, 1)","[(145, 244), (246, 170)]",01 - B,10 - B
"(246, 170)",2.0,"(0, 4)","[(145, 244), (186, 183)]",01 - B,10 - B
"(224, 162)",2.0,"(0, 5)","[(145, 244), (116, 157)]",01 - B,10 - B
"(196, 173)",2.0,"(0, 6)","[(145, 244), (94, 142)]",00 - M,11 - M
"(186, 183)",2.0,"(0, 7)","[(145, 244), (10, 12)]",01 - B,10 - B
"(116, 157)",2.0,"(1, 2)","[(246, 170), (224, 162)]",10 - B,01 - B
"(94, 142)",2.0,"(1, 7)","[(246, 170), (10, 12)]",11 - M,00 - M
"(10, 12)",2.0,"(2, 7)","[(224, 162), (10, 12)]",01 - B,10 - B
,2.0,"(6, 7)","[(94, 142), (10, 12)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(145, 244), (246, 170), (224, 162)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(145, 244), (246, 170), (186, 183)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(145, 244), (196, 173), (186, 183)]",001 - I,110 - I
,3.0,"(0, 4, 5)","[(145, 244), (186, 183), (116, 157)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(145, 244), (116, 157), (94, 142)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(145, 244), (94, 142), (10, 12)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(246, 170), (224, 162), (196, 173)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(246, 170), (224, 162), (10, 12)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(224, 162), (94, 142), (10, 12)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(116, 157), (94, 142), (10, 12)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(145, 244), (246, 170), (224, 162), (196, 173)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 4)","[(145, 244), (246, 170), (224, 162), (186, 183)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(145, 244), (246, 170), (196, 173), (186, 183)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 5)","[(145, 244), (196, 173), (186, 183), (116, 157)]",0011 - B,1100 - B
,4.0,"(0, 4, 5, 6)","[(145, 244), (186, 183), (116, 157), (94, 142)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(145, 244), (116, 157), (94, 142), (10, 12)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
