PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(252, 67)",2.0,"(0, 1)","[(252, 67), (3, 118)]",01 - B,10 - B
"(3, 118)",2.0,"(0, 3)","[(252, 67), (154, 99)]",01 - B,10 - B
"(24, 131)",2.0,"(0, 4)","[(252, 67), (169, 101)]",00 - M,11 - M
"(154, 99)",2.0,"(0, 5)","[(252, 67), (170, 105)]",01 - B,10 - B
"(169, 101)",2.0,"(0, 7)","[(252, 67), (55, 188)]",01 - B,10 - B
"(170, 105)",2.0,"(1, 2)","[(3, 118), (24, 131)]",10 - B,01 - B
"(85, 153)",2.0,"(1, 7)","[(3, 118), (55, 188)]",11 - M,00 - M
"(55, 188)",2.0,"(2, 7)","[(24, 131), (55, 188)]",01 - B,10 - B
,2.0,"(6, 7)","[(85, 153), (55, 188)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(252, 67), (3, 118), (24, 131)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(252, 67), (3, 118), (154, 99)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(252, 67), (154, 99), (169, 101)]",010 - I,101 - I
,3.0,"(0, 4, 5)","[(252, 67), (169, 101), (170, 105)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(252, 67), (170, 105), (55, 188)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(252, 67), (85, 153), (55, 188)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(3, 118), (24, 131), (154, 99)]",101 - I,010 - I
,3.0,"(1, 2, 6)","[(3, 118), (24, 131), (85, 153)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(3, 118), (24, 131), (55, 188)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(24, 131), (85, 153), (55, 188)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(170, 105), (85, 153), (55, 188)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(252, 67), (3, 118), (24, 131), (154, 99)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(252, 67), (3, 118), (154, 99), (169, 101)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 5)","[(252, 67), (154, 99), (169, 101), (170, 105)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(252, 67), (169, 101), (170, 105), (55, 188)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(252, 67), (170, 105), (85, 153), (55, 188)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
