PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01011001,10100110,10101100
"(140, 147)",2.0,"(0, 1)","[(140, 147), (173, 137)]",01 - B,01 - B,10 - B,10 - B
"(173, 137)",2.0,"(0, 4)","[(140, 147), (152, 138)]",00 - M,01 - B,10 - B,11 - M
"(226, 110)",2.0,"(0, 7)","[(140, 147), (30, 108)]",01 - B,01 - B,10 - B,10 - B
"(201, 117)",2.0,"(1, 2)","[(173, 137), (226, 110)]",10 - B,10 - B,01 - B,01 - B
"(152, 138)",2.0,"(2, 3)","[(226, 110), (201, 117)]",01 - B,01 - B,10 - B,10 - B
"(138, 120)",2.0,"(2, 7)","[(226, 110), (30, 108)]",01 - B,01 - B,10 - B,10 - B
"(135, 124)",2.0,"(5, 7)","[(138, 120), (30, 108)]",01 - B,01 - B,10 - B,10 - B
"(30, 108)",2.0,"(6, 7)","[(135, 124), (30, 108)]",11 - M,01 - B,10 - B,00 - M
,3.0,"(0, 1, 2)","[(140, 147), (173, 137), (226, 110)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(140, 147), (173, 137), (152, 138)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 4, 7)","[(140, 147), (152, 138), (30, 108)]",001 - I,011 - I,100 - I,110 - I
,3.0,"(0, 6, 7)","[(140, 147), (135, 124), (30, 108)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(1, 2, 3)","[(173, 137), (226, 110), (201, 117)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(2, 3, 5)","[(226, 110), (201, 117), (138, 120)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(2, 3, 7)","[(226, 110), (201, 117), (30, 108)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(2, 5, 7)","[(226, 110), (138, 120), (30, 108)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(5, 6, 7)","[(138, 120), (135, 124), (30, 108)]",011 - I,001 - I,110 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(140, 147), (173, 137), (226, 110), (201, 117)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(140, 147), (173, 137), (226, 110), (152, 138)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 3, 4)","[(140, 147), (173, 137), (201, 117), (152, 138)]",0110 - B,0111 - I,1000 - I,1001 - B
,4.0,"(0, 1, 4, 6)","[(140, 147), (173, 137), (152, 138), (135, 124)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 1, 4, 7)","[(140, 147), (173, 137), (152, 138), (30, 108)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 4, 6, 7)","[(140, 147), (152, 138), (135, 124), (30, 108)]",0011 - B,0101 - B,1010 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(140, 147), (138, 120), (135, 124), (30, 108)]",0011 - B,0001 - I,1110 - I,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
