PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,01011001,10100110,10101010
"(237, 222)",2.0,"(0, 1)","[(237, 222), (208, 7)]",01 - B,01 - B,10 - B,10 - B
"(208, 7)",2.0,"(0, 4)","[(237, 222), (167, 197)]",00 - M,01 - B,10 - B,11 - M
"(20, 91)",2.0,"(0, 7)","[(237, 222), (112, 249)]",01 - B,01 - B,10 - B,10 - B
"(94, 154)",2.0,"(1, 2)","[(208, 7), (20, 91)]",10 - B,10 - B,01 - B,01 - B
"(167, 197)",2.0,"(2, 3)","[(20, 91), (94, 154)]",01 - B,01 - B,10 - B,10 - B
"(118, 190)",2.0,"(2, 6)","[(20, 91), (93, 196)]",00 - M,00 - M,11 - M,11 - M
"(93, 196)",2.0,"(2, 7)","[(20, 91), (112, 249)]",01 - B,01 - B,10 - B,10 - B
"(112, 249)",2.0,"(6, 7)","[(93, 196), (112, 249)]",01 - B,01 - B,10 - B,10 - B
,3.0,"(0, 1, 2)","[(237, 222), (208, 7), (20, 91)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(237, 222), (208, 7), (167, 197)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 4, 7)","[(237, 222), (167, 197), (112, 249)]",001 - I,011 - I,100 - I,110 - I
,3.0,"(0, 6, 7)","[(237, 222), (93, 196), (112, 249)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(1, 2, 3)","[(208, 7), (20, 91), (94, 154)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(2, 3, 6)","[(20, 91), (94, 154), (93, 196)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(2, 6, 7)","[(20, 91), (93, 196), (112, 249)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(5, 6, 7)","[(118, 190), (93, 196), (112, 249)]",101 - I,001 - I,110 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(237, 222), (208, 7), (20, 91), (94, 154)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(237, 222), (208, 7), (20, 91), (167, 197)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 3, 4)","[(237, 222), (208, 7), (94, 154), (167, 197)]",0110 - B,0111 - I,1000 - I,1001 - B
,4.0,"(0, 1, 4, 5)","[(237, 222), (208, 7), (167, 197), (118, 190)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 1, 4, 7)","[(237, 222), (208, 7), (167, 197), (112, 249)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 4, 5, 7)","[(237, 222), (167, 197), (118, 190), (112, 249)]",0011 - B,0101 - B,1010 - B,1100 - B
,4.0,"(0, 4, 6, 7)","[(237, 222), (167, 197), (93, 196), (112, 249)]",0001 - I,0101 - B,1010 - B,1110 - I
,4.0,"(0, 5, 6, 7)","[(237, 222), (118, 190), (93, 196), (112, 249)]",0101 - B,0001 - I,1110 - I,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
