PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(183, 129)",2.0,"(0, 1)","[(183, 129), (169, 2)]",01 - B,10 - B
"(169, 2)",2.0,"(0, 6)","[(183, 129), (152, 207)]",01 - B,10 - B
"(72, 56)",2.0,"(0, 7)","[(183, 129), (143, 253)]",00 - M,11 - M
"(80, 251)",2.0,"(1, 2)","[(169, 2), (72, 56)]",10 - B,01 - B
"(107, 232)",2.0,"(2, 3)","[(72, 56), (80, 251)]",01 - B,10 - B
"(132, 209)",2.0,"(3, 4)","[(80, 251), (107, 232)]",10 - B,01 - B
"(152, 207)",2.0,"(3, 7)","[(80, 251), (143, 253)]",10 - B,01 - B
"(143, 253)",2.0,"(6, 7)","[(152, 207), (143, 253)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(183, 129), (169, 2), (72, 56)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(183, 129), (169, 2), (152, 207)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(183, 129), (152, 207), (143, 253)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(169, 2), (72, 56), (80, 251)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(72, 56), (80, 251), (107, 232)]",010 - I,101 - I
,3.0,"(3, 4, 7)","[(80, 251), (107, 232), (143, 253)]",100 - I,011 - I
,3.0,"(3, 6, 7)","[(80, 251), (152, 207), (143, 253)]",110 - I,001 - I
,3.0,"(4, 6, 7)","[(107, 232), (152, 207), (143, 253)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(132, 209), (152, 207), (143, 253)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(183, 129), (169, 2), (72, 56), (80, 251)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(183, 129), (169, 2), (72, 56), (132, 209)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(183, 129), (169, 2), (72, 56), (152, 207)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(183, 129), (169, 2), (132, 209), (152, 207)]",0111 - I,1000 - I
,4.0,"(0, 1, 6, 7)","[(183, 129), (169, 2), (152, 207), (143, 253)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(183, 129), (132, 209), (152, 207), (143, 253)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
