PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100011,10011100
"(207, 228)",2.0,"(0, 1)","[(207, 228), (117, 17)]",01 - B,10 - B
"(117, 17)",2.0,"(0, 6)","[(207, 228), (162, 200)]",01 - B,10 - B
"(69, 50)",2.0,"(0, 7)","[(207, 228), (135, 238)]",01 - B,10 - B
"(49, 48)",2.0,"(1, 2)","[(117, 17), (69, 50)]",11 - M,00 - M
"(125, 145)",2.0,"(1, 3)","[(117, 17), (49, 48)]",10 - B,01 - B
"(133, 165)",2.0,"(2, 3)","[(69, 50), (49, 48)]",10 - B,01 - B
"(162, 200)",2.0,"(3, 7)","[(49, 48), (135, 238)]",01 - B,10 - B
"(135, 238)",2.0,"(5, 7)","[(133, 165), (135, 238)]",01 - B,10 - B
,2.0,"(6, 7)","[(162, 200), (135, 238)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(207, 228), (117, 17), (69, 50)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(207, 228), (117, 17), (162, 200)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(207, 228), (133, 165), (162, 200)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(207, 228), (162, 200), (135, 238)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(117, 17), (69, 50), (49, 48)]",110 - I,001 - I
,3.0,"(2, 3, 4)","[(69, 50), (49, 48), (125, 145)]",100 - I,011 - I
,3.0,"(2, 3, 7)","[(69, 50), (49, 48), (135, 238)]",101 - I,010 - I
,3.0,"(3, 5, 7)","[(49, 48), (133, 165), (135, 238)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(133, 165), (162, 200), (135, 238)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(207, 228), (117, 17), (69, 50), (49, 48)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(207, 228), (117, 17), (69, 50), (125, 145)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 6)","[(207, 228), (117, 17), (69, 50), (162, 200)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 6)","[(207, 228), (117, 17), (125, 145), (162, 200)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(207, 228), (117, 17), (133, 165), (162, 200)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(207, 228), (133, 165), (162, 200), (135, 238)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
