PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(176, 254)",2.0,"(0, 1)","[(176, 254), (252, 139)]",01 - B,10 - B
"(252, 139)",2.0,"(0, 3)","[(176, 254), (170, 200)]",01 - B,10 - B
"(165, 97)",2.0,"(0, 5)","[(176, 254), (152, 190)]",01 - B,10 - B
"(170, 200)",2.0,"(0, 7)","[(176, 254), (13, 2)]",01 - B,10 - B
"(156, 179)",2.0,"(1, 2)","[(252, 139), (165, 97)]",10 - B,01 - B
"(152, 190)",2.0,"(1, 7)","[(252, 139), (13, 2)]",11 - M,00 - M
"(98, 70)",2.0,"(2, 7)","[(165, 97), (13, 2)]",01 - B,10 - B
"(13, 2)",2.0,"(6, 7)","[(98, 70), (13, 2)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(176, 254), (252, 139), (165, 97)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(176, 254), (252, 139), (170, 200)]",011 - I,100 - I
,3.0,"(0, 3, 5)","[(176, 254), (170, 200), (152, 190)]",011 - I,100 - I
,3.0,"(0, 5, 7)","[(176, 254), (152, 190), (13, 2)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(176, 254), (98, 70), (13, 2)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(252, 139), (165, 97), (170, 200)]",101 - I,010 - I
,3.0,"(1, 2, 6)","[(252, 139), (165, 97), (98, 70)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(252, 139), (165, 97), (13, 2)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(165, 97), (98, 70), (13, 2)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(152, 190), (98, 70), (13, 2)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(176, 254), (252, 139), (165, 97), (170, 200)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(176, 254), (252, 139), (170, 200), (156, 179)]",0110 - B,1001 - B
,4.0,"(0, 1, 3, 5)","[(176, 254), (252, 139), (170, 200), (152, 190)]",0111 - I,1000 - I
,4.0,"(0, 3, 4, 5)","[(176, 254), (170, 200), (156, 179), (152, 190)]",0101 - B,1010 - B
,4.0,"(0, 3, 5, 7)","[(176, 254), (170, 200), (152, 190), (13, 2)]",0111 - I,1000 - I
,4.0,"(0, 4, 5, 7)","[(176, 254), (156, 179), (152, 190), (13, 2)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(176, 254), (152, 190), (98, 70), (13, 2)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
