PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001110,01100011,10011100,10110001
"(18, 74)",2.0,"(0, 1)","[(18, 74), (142, 231)]",01 - B,01 - B,10 - B,10 - B
"(142, 231)",2.0,"(0, 4)","[(18, 74), (85, 123)]",01 - B,00 - M,11 - M,10 - B
"(115, 160)",2.0,"(0, 6)","[(18, 74), (70, 70)]",01 - B,01 - B,10 - B,10 - B
"(155, 185)",2.0,"(0, 7)","[(18, 74), (238, 24)]",00 - M,01 - B,10 - B,11 - M
"(85, 123)",2.0,"(1, 2)","[(142, 231), (115, 160)]",10 - B,11 - M,00 - M,01 - B
"(160, 152)",2.0,"(1, 3)","[(142, 231), (155, 185)]",10 - B,10 - B,01 - B,01 - B
"(70, 70)",2.0,"(1, 7)","[(142, 231), (238, 24)]",10 - B,11 - M,00 - M,01 - B
"(238, 24)",2.0,"(3, 7)","[(155, 185), (238, 24)]",00 - M,01 - B,10 - B,11 - M
,2.0,"(5, 7)","[(160, 152), (238, 24)]",10 - B,01 - B,10 - B,01 - B
,2.0,"(6, 7)","[(70, 70), (238, 24)]",10 - B,11 - M,00 - M,01 - B
,3.0,"(0, 1, 2)","[(18, 74), (142, 231), (115, 160)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(0, 1, 4)","[(18, 74), (142, 231), (85, 123)]",011 - I,010 - I,101 - I,100 - I
,3.0,"(0, 4, 6)","[(18, 74), (85, 123), (70, 70)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(0, 6, 7)","[(18, 74), (70, 70), (238, 24)]",010 - I,011 - I,100 - I,101 - I
,3.0,"(1, 2, 3)","[(142, 231), (115, 160), (155, 185)]",100 - I,110 - I,001 - I,011 - I
,3.0,"(1, 3, 5)","[(142, 231), (155, 185), (160, 152)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(1, 3, 7)","[(142, 231), (155, 185), (238, 24)]",100 - I,101 - I,010 - I,011 - I
,3.0,"(3, 5, 7)","[(155, 185), (160, 152), (238, 24)]",010 - I,001 - I,110 - I,101 - I
,3.0,"(5, 6, 7)","[(160, 152), (70, 70), (238, 24)]",110 - I,011 - I,100 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(18, 74), (142, 231), (115, 160), (155, 185)]",0100 - I,0110 - B,1001 - B,1011 - I
,4.0,"(0, 1, 2, 4)","[(18, 74), (142, 231), (115, 160), (85, 123)]",0101 - B,0110 - B,1001 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(18, 74), (142, 231), (85, 123), (70, 70)]",0111 - I,0101 - B,1010 - B,1000 - I
,4.0,"(0, 2, 4, 6)","[(18, 74), (115, 160), (85, 123), (70, 70)]",0011 - B,0101 - B,1010 - B,1100 - B
,4.0,"(0, 4, 6, 7)","[(18, 74), (85, 123), (70, 70), (238, 24)]",0110 - B,0011 - B,1100 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(18, 74), (160, 152), (70, 70), (238, 24)]",0110 - B,0011 - B,1100 - B,1001 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
