PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(179, 244)",2.0,"(0, 1)","[(179, 244), (245, 13)]",01 - B,10 - B
"(245, 13)",2.0,"(0, 6)","[(179, 244), (141, 186)]",01 - B,10 - B
"(182, 47)",2.0,"(0, 7)","[(179, 244), (11, 78)]",01 - B,10 - B
"(139, 129)",2.0,"(1, 2)","[(245, 13), (182, 47)]",10 - B,01 - B
"(137, 151)",2.0,"(1, 7)","[(245, 13), (11, 78)]",11 - M,00 - M
"(106, 108)",2.0,"(2, 7)","[(182, 47), (11, 78)]",01 - B,10 - B
"(141, 186)",2.0,"(5, 7)","[(106, 108), (11, 78)]",01 - B,10 - B
"(11, 78)",2.0,"(6, 7)","[(141, 186), (11, 78)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(179, 244), (245, 13), (182, 47)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(179, 244), (245, 13), (141, 186)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(179, 244), (137, 151), (141, 186)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(179, 244), (141, 186), (11, 78)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(245, 13), (182, 47), (139, 129)]",101 - I,010 - I
,3.0,"(1, 2, 5)","[(245, 13), (182, 47), (106, 108)]",100 - I,011 - I
,3.0,"(1, 2, 7)","[(245, 13), (182, 47), (11, 78)]",101 - I,010 - I
,3.0,"(2, 5, 7)","[(182, 47), (106, 108), (11, 78)]",001 - I,110 - I
,3.0,"(3, 5, 7)","[(139, 129), (106, 108), (11, 78)]",101 - I,010 - I
,3.0,"(4, 5, 7)","[(137, 151), (106, 108), (11, 78)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(106, 108), (141, 186), (11, 78)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(179, 244), (245, 13), (182, 47), (139, 129)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(179, 244), (245, 13), (182, 47), (141, 186)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(179, 244), (245, 13), (137, 151), (141, 186)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 6)","[(179, 244), (139, 129), (137, 151), (141, 186)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(179, 244), (137, 151), (141, 186), (11, 78)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(179, 244), (106, 108), (141, 186), (11, 78)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
