PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011010,10100101
"(34, 184)",2.0,"(0, 1)","[(34, 184), (221, 162)]",01 - B,10 - B
"(221, 162)",2.0,"(0, 4)","[(34, 184), (131, 161)]",01 - B,10 - B
"(206, 158)",2.0,"(0, 6)","[(34, 184), (70, 147)]",01 - B,10 - B
"(205, 153)",2.0,"(0, 7)","[(34, 184), (105, 72)]",00 - M,11 - M
"(131, 161)",2.0,"(1, 2)","[(221, 162), (206, 158)]",10 - B,01 - B
"(138, 156)",2.0,"(1, 3)","[(221, 162), (205, 153)]",11 - M,00 - M
"(70, 147)",2.0,"(1, 7)","[(221, 162), (105, 72)]",10 - B,01 - B
"(105, 72)",2.0,"(3, 7)","[(205, 153), (105, 72)]",10 - B,01 - B
,2.0,"(6, 7)","[(70, 147), (105, 72)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(34, 184), (221, 162), (206, 158)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(34, 184), (221, 162), (131, 161)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(34, 184), (131, 161), (138, 156)]",010 - I,101 - I
,3.0,"(0, 4, 6)","[(34, 184), (131, 161), (70, 147)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(34, 184), (70, 147), (105, 72)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(221, 162), (206, 158), (205, 153)]",101 - I,010 - I
,3.0,"(1, 3, 7)","[(221, 162), (205, 153), (105, 72)]",110 - I,001 - I
,3.0,"(2, 3, 7)","[(206, 158), (205, 153), (105, 72)]",010 - I,101 - I
,3.0,"(3, 6, 7)","[(205, 153), (70, 147), (105, 72)]",110 - I,001 - I
,3.0,"(5, 6, 7)","[(138, 156), (70, 147), (105, 72)]",010 - I,101 - I
,4.0,"(0, 1, 2, 3)","[(34, 184), (221, 162), (206, 158), (205, 153)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(34, 184), (221, 162), (206, 158), (131, 161)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 5)","[(34, 184), (221, 162), (131, 161), (138, 156)]",0110 - B,1001 - B
,4.0,"(0, 4, 5, 6)","[(34, 184), (131, 161), (138, 156), (70, 147)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(34, 184), (131, 161), (70, 147), (105, 72)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(34, 184), (138, 156), (70, 147), (105, 72)]",0010 - I,1101 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
