PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(157, 53)",2.0,"(0, 1)","[(157, 53), (60, 23)]",01 - B,10 - B
"(60, 23)",2.0,"(0, 6)","[(157, 53), (176, 131)]",01 - B,10 - B
"(143, 233)",2.0,"(0, 7)","[(157, 53), (195, 185)]",01 - B,10 - B
"(165, 182)",2.0,"(1, 2)","[(60, 23), (143, 233)]",10 - B,01 - B
"(174, 189)",2.0,"(2, 3)","[(143, 233), (165, 182)]",01 - B,10 - B
"(178, 160)",2.0,"(2, 4)","[(143, 233), (174, 189)]",00 - M,11 - M
"(176, 131)",2.0,"(2, 7)","[(143, 233), (195, 185)]",01 - B,10 - B
"(195, 185)",2.0,"(4, 7)","[(174, 189), (195, 185)]",01 - B,10 - B
,2.0,"(5, 7)","[(178, 160), (195, 185)]",01 - B,10 - B
,2.0,"(6, 7)","[(176, 131), (195, 185)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(157, 53), (60, 23), (143, 233)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(157, 53), (60, 23), (176, 131)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(157, 53), (178, 160), (176, 131)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(157, 53), (176, 131), (195, 185)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(60, 23), (143, 233), (165, 182)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(143, 233), (165, 182), (174, 189)]",010 - I,101 - I
,3.0,"(2, 4, 7)","[(143, 233), (174, 189), (195, 185)]",001 - I,110 - I
,3.0,"(4, 5, 7)","[(174, 189), (178, 160), (195, 185)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(178, 160), (176, 131), (195, 185)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(157, 53), (60, 23), (143, 233), (165, 182)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(157, 53), (60, 23), (143, 233), (176, 131)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(157, 53), (60, 23), (165, 182), (176, 131)]",0111 - I,1000 - I
,4.0,"(0, 1, 5, 6)","[(157, 53), (60, 23), (178, 160), (176, 131)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(157, 53), (178, 160), (176, 131), (195, 185)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
