PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(22, 148)",2.0,"(0, 1)","[(22, 148), (135, 224)]",01 - B,10 - B
"(135, 224)",2.0,"(0, 4)","[(22, 148), (138, 160)]",00 - M,11 - M
"(234, 193)",2.0,"(0, 7)","[(22, 148), (152, 31)]",01 - B,10 - B
"(192, 181)",2.0,"(1, 2)","[(135, 224), (234, 193)]",10 - B,01 - B
"(138, 160)",2.0,"(2, 3)","[(234, 193), (192, 181)]",01 - B,10 - B
"(147, 128)",2.0,"(2, 7)","[(234, 193), (152, 31)]",01 - B,10 - B
"(153, 119)",2.0,"(6, 7)","[(153, 119), (152, 31)]",01 - B,10 - B
"(152, 31)",3.0,"(0, 1, 2)","[(22, 148), (135, 224), (234, 193)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(22, 148), (135, 224), (192, 181)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(22, 148), (135, 224), (138, 160)]",010 - I,101 - I
,3.0,"(0, 4, 7)","[(22, 148), (138, 160), (152, 31)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(22, 148), (147, 128), (152, 31)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(22, 148), (153, 119), (152, 31)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(135, 224), (234, 193), (192, 181)]",101 - I,010 - I
,3.0,"(2, 3, 6)","[(234, 193), (192, 181), (153, 119)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(234, 193), (192, 181), (152, 31)]",011 - I,100 - I
,3.0,"(2, 6, 7)","[(234, 193), (153, 119), (152, 31)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(147, 128), (153, 119), (152, 31)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(22, 148), (135, 224), (234, 193), (192, 181)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(22, 148), (135, 224), (192, 181), (138, 160)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 5)","[(22, 148), (135, 224), (138, 160), (147, 128)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 7)","[(22, 148), (135, 224), (138, 160), (152, 31)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 7)","[(22, 148), (138, 160), (147, 128), (152, 31)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(22, 148), (147, 128), (153, 119), (152, 31)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
