PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(78, 178)",2.0,"(0, 1)","[(78, 178), (136, 225)]",01 - B,10 - B
"(136, 225)",2.0,"(0, 6)","[(78, 178), (113, 103)]",01 - B,10 - B
"(166, 152)",2.0,"(0, 7)","[(78, 178), (108, 30)]",00 - M,11 - M
"(172, 146)",2.0,"(1, 2)","[(136, 225), (166, 152)]",10 - B,01 - B
"(178, 64)",2.0,"(1, 3)","[(136, 225), (172, 146)]",11 - M,00 - M
"(133, 71)",2.0,"(2, 3)","[(166, 152), (172, 146)]",01 - B,10 - B
"(113, 103)",2.0,"(3, 4)","[(172, 146), (178, 64)]",10 - B,01 - B
"(108, 30)",2.0,"(4, 5)","[(178, 64), (133, 71)]",01 - B,10 - B
,2.0,"(4, 7)","[(178, 64), (108, 30)]",00 - M,11 - M
,2.0,"(5, 7)","[(133, 71), (108, 30)]",10 - B,01 - B
,2.0,"(6, 7)","[(113, 103), (108, 30)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(78, 178), (136, 225), (166, 152)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(78, 178), (136, 225), (113, 103)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(78, 178), (113, 103), (108, 30)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(136, 225), (166, 152), (172, 146)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(166, 152), (172, 146), (178, 64)]",010 - I,101 - I
,3.0,"(3, 4, 5)","[(172, 146), (178, 64), (133, 71)]",101 - I,010 - I
,3.0,"(4, 5, 7)","[(178, 64), (133, 71), (108, 30)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(133, 71), (113, 103), (108, 30)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(78, 178), (136, 225), (166, 152), (172, 146)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(78, 178), (136, 225), (166, 152), (113, 103)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(78, 178), (136, 225), (113, 103), (108, 30)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(78, 178), (133, 71), (113, 103), (108, 30)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
