PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,01011001,10100110,10101100
"(225, 139)",2.0,"(0, 1)","[(225, 139), (211, 52)]",01 - B,01 - B,10 - B,10 - B
"(211, 52)",2.0,"(0, 7)","[(225, 139), (207, 224)]",01 - B,01 - B,10 - B,10 - B
"(110, 24)",2.0,"(1, 2)","[(211, 52), (110, 24)]",10 - B,10 - B,01 - B,01 - B
"(30, 64)",2.0,"(2, 3)","[(110, 24), (30, 64)]",01 - B,01 - B,10 - B,10 - B
"(143, 132)",2.0,"(3, 5)","[(30, 64), (42, 191)]",10 - B,10 - B,01 - B,01 - B
"(42, 191)",2.0,"(5, 6)","[(42, 191), (127, 189)]",01 - B,00 - M,11 - M,10 - B
"(127, 189)",2.0,"(5, 7)","[(42, 191), (207, 224)]",01 - B,01 - B,10 - B,10 - B
"(207, 224)",2.0,"(6, 7)","[(127, 189), (207, 224)]",11 - M,01 - B,10 - B,00 - M
,3.0,"(0, 1, 2)","[(225, 139), (211, 52), (110, 24)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 7)","[(225, 139), (211, 52), (207, 224)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(225, 139), (127, 189), (207, 224)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(1, 2, 3)","[(211, 52), (110, 24), (30, 64)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(2, 3, 5)","[(110, 24), (30, 64), (42, 191)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(3, 5, 6)","[(30, 64), (42, 191), (127, 189)]",101 - I,100 - I,011 - I,010 - I
,3.0,"(5, 6, 7)","[(42, 191), (127, 189), (207, 224)]",011 - I,001 - I,110 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(225, 139), (211, 52), (110, 24), (30, 64)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(225, 139), (211, 52), (110, 24), (143, 132)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 2, 7)","[(225, 139), (211, 52), (110, 24), (207, 224)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 4, 7)","[(225, 139), (211, 52), (143, 132), (207, 224)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 1, 6, 7)","[(225, 139), (211, 52), (127, 189), (207, 224)]",0111 - I,0101 - B,1010 - B,1000 - I
,4.0,"(0, 4, 6, 7)","[(225, 139), (143, 132), (127, 189), (207, 224)]",0011 - B,0101 - B,1010 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(225, 139), (42, 191), (127, 189), (207, 224)]",0011 - B,0001 - I,1110 - I,1100 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
