PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(83, 5)",2.0,"(0, 1)","[(83, 5), (26, 27)]",01 - B,10 - B
"(26, 27)",2.0,"(0, 6)","[(83, 5), (170, 124)]",01 - B,10 - B
"(126, 250)",2.0,"(0, 7)","[(83, 5), (241, 194)]",00 - M,11 - M
"(134, 208)",2.0,"(1, 2)","[(26, 27), (126, 250)]",10 - B,01 - B
"(136, 165)",2.0,"(2, 3)","[(126, 250), (134, 208)]",01 - B,10 - B
"(197, 209)",2.0,"(2, 5)","[(126, 250), (197, 209)]",01 - B,10 - B
"(170, 124)",2.0,"(2, 7)","[(126, 250), (241, 194)]",00 - M,11 - M
"(241, 194)",2.0,"(5, 7)","[(197, 209), (241, 194)]",10 - B,01 - B
,2.0,"(6, 7)","[(170, 124), (241, 194)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(83, 5), (26, 27), (126, 250)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(83, 5), (26, 27), (136, 165)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(83, 5), (26, 27), (170, 124)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(83, 5), (170, 124), (241, 194)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(26, 27), (126, 250), (134, 208)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(126, 250), (134, 208), (136, 165)]",010 - I,101 - I
,3.0,"(2, 3, 5)","[(126, 250), (134, 208), (197, 209)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(126, 250), (197, 209), (241, 194)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(197, 209), (170, 124), (241, 194)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(83, 5), (26, 27), (126, 250), (134, 208)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(83, 5), (26, 27), (126, 250), (136, 165)]",0100 - I,1011 - I
,4.0,"(0, 1, 3, 4)","[(83, 5), (26, 27), (134, 208), (136, 165)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(83, 5), (26, 27), (136, 165), (170, 124)]",0101 - B,1010 - B
,4.0,"(0, 1, 6, 7)","[(83, 5), (26, 27), (170, 124), (241, 194)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(83, 5), (197, 209), (170, 124), (241, 194)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
