PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(18, 107)",2.0,"(0, 1)","[(18, 107), (121, 204)]",01 - B,10 - B
"(121, 204)",2.0,"(0, 7)","[(18, 107), (237, 8)]",01 - B,10 - B
"(235, 248)",2.0,"(1, 2)","[(121, 204), (235, 248)]",10 - B,01 - B
"(220, 201)",2.0,"(2, 3)","[(235, 248), (220, 201)]",01 - B,10 - B
"(175, 165)",2.0,"(2, 7)","[(235, 248), (237, 8)]",01 - B,10 - B
"(197, 158)",2.0,"(3, 7)","[(220, 201), (237, 8)]",11 - M,00 - M
"(176, 134)",2.0,"(5, 7)","[(197, 158), (237, 8)]",01 - B,10 - B
"(237, 8)",2.0,"(6, 7)","[(176, 134), (237, 8)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(18, 107), (121, 204), (235, 248)]",010 - I,101 - I
,3.0,"(0, 1, 4)","[(18, 107), (121, 204), (175, 165)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(18, 107), (121, 204), (176, 134)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(18, 107), (121, 204), (237, 8)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(18, 107), (176, 134), (237, 8)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(121, 204), (235, 248), (220, 201)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(235, 248), (220, 201), (197, 158)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(235, 248), (220, 201), (237, 8)]",011 - I,100 - I
,3.0,"(3, 5, 7)","[(220, 201), (197, 158), (237, 8)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(197, 158), (176, 134), (237, 8)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(18, 107), (121, 204), (235, 248), (220, 201)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(18, 107), (121, 204), (235, 248), (175, 165)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(18, 107), (121, 204), (175, 165), (176, 134)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(18, 107), (121, 204), (176, 134), (237, 8)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(18, 107), (175, 165), (176, 134), (237, 8)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(18, 107), (197, 158), (176, 134), (237, 8)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
