PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100101,10011010
"(38, 155)",2.0,"(0, 1)","[(38, 155), (163, 196)]",01 - B,10 - B
"(163, 196)",2.0,"(0, 6)","[(38, 155), (17, 73)]",00 - M,11 - M
"(177, 159)",2.0,"(0, 7)","[(38, 155), (7, 59)]",01 - B,10 - B
"(248, 79)",2.0,"(1, 2)","[(163, 196), (177, 159)]",11 - M,00 - M
"(97, 120)",2.0,"(1, 3)","[(163, 196), (248, 79)]",10 - B,01 - B
"(77, 115)",2.0,"(2, 3)","[(177, 159), (248, 79)]",10 - B,01 - B
"(17, 73)",2.0,"(3, 7)","[(248, 79), (7, 59)]",01 - B,10 - B
"(7, 59)",2.0,"(6, 7)","[(17, 73), (7, 59)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(38, 155), (163, 196), (177, 159)]",011 - I,100 - I
,3.0,"(0, 1, 5)","[(38, 155), (163, 196), (77, 115)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(38, 155), (163, 196), (17, 73)]",010 - I,101 - I
,3.0,"(0, 6, 7)","[(38, 155), (17, 73), (7, 59)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(163, 196), (177, 159), (248, 79)]",110 - I,001 - I
,3.0,"(2, 3, 4)","[(177, 159), (248, 79), (97, 120)]",100 - I,011 - I
,3.0,"(2, 3, 7)","[(177, 159), (248, 79), (7, 59)]",101 - I,010 - I
,3.0,"(3, 6, 7)","[(248, 79), (17, 73), (7, 59)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(77, 115), (17, 73), (7, 59)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(38, 155), (163, 196), (177, 159), (248, 79)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(38, 155), (163, 196), (177, 159), (97, 120)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 5)","[(38, 155), (163, 196), (177, 159), (77, 115)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 5)","[(38, 155), (163, 196), (97, 120), (77, 115)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(38, 155), (163, 196), (77, 115), (17, 73)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(38, 155), (163, 196), (17, 73), (7, 59)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(38, 155), (77, 115), (17, 73), (7, 59)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
