PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(249, 112)",2.0,"(0, 1)","[(249, 112), (6, 36)]",01 - B,10 - B
"(6, 36)",2.0,"(0, 3)","[(249, 112), (134, 91)]",01 - B,10 - B
"(20, 63)",2.0,"(0, 5)","[(249, 112), (136, 128)]",01 - B,10 - B
"(134, 91)",2.0,"(0, 7)","[(249, 112), (68, 220)]",01 - B,10 - B
"(132, 119)",2.0,"(1, 2)","[(6, 36), (20, 63)]",10 - B,01 - B
"(136, 128)",2.0,"(1, 7)","[(6, 36), (68, 220)]",11 - M,00 - M
"(114, 139)",2.0,"(2, 7)","[(20, 63), (68, 220)]",01 - B,10 - B
"(68, 220)",2.0,"(6, 7)","[(114, 139), (68, 220)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(249, 112), (6, 36), (20, 63)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(249, 112), (6, 36), (134, 91)]",011 - I,100 - I
,3.0,"(0, 3, 4)","[(249, 112), (134, 91), (132, 119)]",010 - I,101 - I
,3.0,"(0, 3, 5)","[(249, 112), (134, 91), (136, 128)]",011 - I,100 - I
,3.0,"(0, 4, 5)","[(249, 112), (132, 119), (136, 128)]",001 - I,110 - I
,3.0,"(0, 5, 7)","[(249, 112), (136, 128), (68, 220)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(249, 112), (114, 139), (68, 220)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(6, 36), (20, 63), (134, 91)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(6, 36), (20, 63), (68, 220)]",101 - I,010 - I
,3.0,"(2, 6, 7)","[(20, 63), (114, 139), (68, 220)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(136, 128), (114, 139), (68, 220)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(249, 112), (6, 36), (20, 63), (134, 91)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(249, 112), (6, 36), (134, 91), (132, 119)]",0110 - B,1001 - B
,4.0,"(0, 3, 4, 5)","[(249, 112), (134, 91), (132, 119), (136, 128)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(249, 112), (132, 119), (136, 128), (114, 139)]",0010 - I,1101 - I
,4.0,"(0, 4, 5, 7)","[(249, 112), (132, 119), (136, 128), (68, 220)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(249, 112), (136, 128), (114, 139), (68, 220)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
