PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(9, 8)",2.0,"(0, 1)","[(9, 8), (172, 248)]",01 - B,10 - B
"(172, 248)",2.0,"(0, 3)","[(9, 8), (66, 43)]",01 - B,10 - B
"(171, 165)",2.0,"(0, 6)","[(9, 8), (131, 19)]",01 - B,10 - B
"(66, 43)",2.0,"(0, 7)","[(9, 8), (247, 7)]",00 - M,11 - M
"(189, 78)",2.0,"(1, 2)","[(172, 248), (171, 165)]",10 - B,01 - B
"(208, 65)",2.0,"(1, 7)","[(172, 248), (247, 7)]",10 - B,01 - B
"(131, 19)",2.0,"(5, 7)","[(208, 65), (247, 7)]",10 - B,01 - B
"(247, 7)",2.0,"(6, 7)","[(131, 19), (247, 7)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(9, 8), (172, 248), (171, 165)]",010 - I,101 - I
,3.0,"(0, 1, 3)","[(9, 8), (172, 248), (66, 43)]",011 - I,100 - I
,3.0,"(0, 3, 6)","[(9, 8), (66, 43), (131, 19)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(9, 8), (131, 19), (247, 7)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(172, 248), (171, 165), (66, 43)]",101 - I,010 - I
,3.0,"(1, 2, 4)","[(172, 248), (171, 165), (189, 78)]",100 - I,011 - I
,3.0,"(1, 2, 5)","[(172, 248), (171, 165), (208, 65)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(172, 248), (171, 165), (247, 7)]",100 - I,011 - I
,3.0,"(1, 5, 7)","[(172, 248), (208, 65), (247, 7)]",110 - I,001 - I
,3.0,"(4, 5, 7)","[(189, 78), (208, 65), (247, 7)]",010 - I,101 - I
,3.0,"(5, 6, 7)","[(208, 65), (131, 19), (247, 7)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(9, 8), (172, 248), (171, 165), (66, 43)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(9, 8), (172, 248), (66, 43), (131, 19)]",0111 - I,1000 - I
,4.0,"(0, 2, 3, 6)","[(9, 8), (171, 165), (66, 43), (131, 19)]",0011 - B,1100 - B
,4.0,"(0, 3, 4, 6)","[(9, 8), (66, 43), (189, 78), (131, 19)]",0101 - B,1010 - B
,4.0,"(0, 3, 6, 7)","[(9, 8), (66, 43), (131, 19), (247, 7)]",0110 - B,1001 - B
,4.0,"(0, 5, 6, 7)","[(9, 8), (208, 65), (131, 19), (247, 7)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
