PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01100011,10011100
"(177, 75)",2.0,"(0, 1)","[(177, 75), (33, 109)]",01 - B,10 - B
"(33, 109)",2.0,"(0, 6)","[(177, 75), (191, 104)]",01 - B,10 - B
"(155, 166)",2.0,"(0, 7)","[(177, 75), (236, 148)]",01 - B,10 - B
"(158, 180)",2.0,"(1, 2)","[(33, 109), (155, 166)]",11 - M,00 - M
"(174, 129)",2.0,"(1, 3)","[(33, 109), (158, 180)]",10 - B,01 - B
"(189, 117)",2.0,"(2, 3)","[(155, 166), (158, 180)]",10 - B,01 - B
"(191, 104)",2.0,"(3, 7)","[(158, 180), (236, 148)]",01 - B,10 - B
"(236, 148)",2.0,"(5, 7)","[(189, 117), (236, 148)]",01 - B,10 - B
,2.0,"(6, 7)","[(191, 104), (236, 148)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(177, 75), (33, 109), (155, 166)]",011 - I,100 - I
,3.0,"(0, 1, 4)","[(177, 75), (33, 109), (174, 129)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(177, 75), (33, 109), (191, 104)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(177, 75), (189, 117), (191, 104)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(177, 75), (191, 104), (236, 148)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(33, 109), (155, 166), (158, 180)]",110 - I,001 - I
,3.0,"(2, 3, 7)","[(155, 166), (158, 180), (236, 148)]",101 - I,010 - I
,3.0,"(3, 5, 7)","[(158, 180), (189, 117), (236, 148)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(189, 117), (191, 104), (236, 148)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(177, 75), (33, 109), (155, 166), (158, 180)]",0110 - B,1001 - B
,4.0,"(0, 1, 2, 4)","[(177, 75), (33, 109), (155, 166), (174, 129)]",0110 - B,1001 - B
,4.0,"(0, 1, 4, 6)","[(177, 75), (33, 109), (174, 129), (191, 104)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(177, 75), (33, 109), (189, 117), (191, 104)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(177, 75), (174, 129), (189, 117), (191, 104)]",0001 - I,1110 - I
,4.0,"(0, 5, 6, 7)","[(177, 75), (189, 117), (191, 104), (236, 148)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
