PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010011,10101100
"(151, 17)",2.0,"(0, 1)","[(151, 17), (102, 141)]",01 - B,10 - B
"(102, 141)",2.0,"(0, 6)","[(151, 17), (147, 73)]",01 - B,10 - B
"(82, 239)",2.0,"(0, 7)","[(151, 17), (173, 208)]",01 - B,10 - B
"(100, 200)",2.0,"(1, 2)","[(102, 141), (82, 239)]",10 - B,01 - B
"(120, 170)",2.0,"(2, 3)","[(82, 239), (100, 200)]",01 - B,10 - B
"(131, 160)",2.0,"(2, 7)","[(82, 239), (173, 208)]",01 - B,10 - B
"(147, 73)",2.0,"(5, 7)","[(131, 160), (173, 208)]",01 - B,10 - B
"(173, 208)",2.0,"(6, 7)","[(147, 73), (173, 208)]",11 - M,00 - M
,3.0,"(0, 1, 2)","[(151, 17), (102, 141), (82, 239)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(151, 17), (102, 141), (147, 73)]",011 - I,100 - I
,3.0,"(0, 5, 6)","[(151, 17), (131, 160), (147, 73)]",001 - I,110 - I
,3.0,"(0, 6, 7)","[(151, 17), (147, 73), (173, 208)]",011 - I,100 - I
,3.0,"(1, 2, 3)","[(102, 141), (82, 239), (100, 200)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(82, 239), (100, 200), (120, 170)]",010 - I,101 - I
,3.0,"(2, 3, 7)","[(82, 239), (100, 200), (173, 208)]",011 - I,100 - I
,3.0,"(2, 5, 7)","[(82, 239), (131, 160), (173, 208)]",001 - I,110 - I
,3.0,"(4, 5, 7)","[(120, 170), (131, 160), (173, 208)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(131, 160), (147, 73), (173, 208)]",011 - I,100 - I
,4.0,"(0, 1, 2, 3)","[(151, 17), (102, 141), (82, 239), (100, 200)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(151, 17), (102, 141), (82, 239), (147, 73)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 6)","[(151, 17), (102, 141), (100, 200), (147, 73)]",0111 - I,1000 - I
,4.0,"(0, 1, 4, 6)","[(151, 17), (102, 141), (120, 170), (147, 73)]",0101 - B,1010 - B
,4.0,"(0, 1, 5, 6)","[(151, 17), (102, 141), (131, 160), (147, 73)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(151, 17), (131, 160), (147, 73), (173, 208)]",0011 - B,1100 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
