PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010110,10101001
"(23, 250)",2.0,"(0, 1)","[(23, 250), (233, 131)]",01 - B,10 - B
"(233, 131)",2.0,"(0, 6)","[(23, 250), (39, 225)]",01 - B,10 - B
"(228, 129)",2.0,"(0, 7)","[(23, 250), (153, 6)]",00 - M,11 - M
"(192, 139)",2.0,"(1, 2)","[(233, 131), (228, 129)]",10 - B,01 - B
"(138, 172)",2.0,"(1, 7)","[(233, 131), (153, 6)]",10 - B,01 - B
"(122, 147)",2.0,"(2, 7)","[(228, 129), (153, 6)]",00 - M,11 - M
"(39, 225)",2.0,"(5, 7)","[(122, 147), (153, 6)]",10 - B,01 - B
"(153, 6)",2.0,"(6, 7)","[(39, 225), (153, 6)]",10 - B,01 - B
,3.0,"(0, 1, 2)","[(23, 250), (233, 131), (228, 129)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(23, 250), (233, 131), (39, 225)]",011 - I,100 - I
,3.0,"(0, 4, 6)","[(23, 250), (138, 172), (39, 225)]",001 - I,110 - I
,3.0,"(0, 5, 6)","[(23, 250), (122, 147), (39, 225)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(23, 250), (39, 225), (153, 6)]",010 - I,101 - I
,3.0,"(1, 2, 3)","[(233, 131), (228, 129), (192, 139)]",101 - I,010 - I
,3.0,"(1, 2, 7)","[(233, 131), (228, 129), (153, 6)]",100 - I,011 - I
,3.0,"(2, 5, 7)","[(228, 129), (122, 147), (153, 6)]",010 - I,101 - I
,3.0,"(3, 5, 7)","[(192, 139), (122, 147), (153, 6)]",110 - I,001 - I
,3.0,"(5, 6, 7)","[(122, 147), (39, 225), (153, 6)]",110 - I,001 - I
,4.0,"(0, 1, 2, 3)","[(23, 250), (233, 131), (228, 129), (192, 139)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(23, 250), (233, 131), (228, 129), (138, 172)]",0100 - I,1011 - I
,4.0,"(0, 1, 2, 6)","[(23, 250), (233, 131), (228, 129), (39, 225)]",0101 - B,1010 - B
,4.0,"(0, 1, 4, 6)","[(23, 250), (233, 131), (138, 172), (39, 225)]",0101 - B,1010 - B
,4.0,"(0, 3, 4, 6)","[(23, 250), (192, 139), (138, 172), (39, 225)]",0101 - B,1010 - B
,4.0,"(0, 4, 5, 6)","[(23, 250), (138, 172), (122, 147), (39, 225)]",0011 - B,1100 - B
,4.0,"(0, 5, 6, 7)","[(23, 250), (122, 147), (39, 225), (153, 6)]",0110 - B,1001 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
