PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01010101,10101010
"(98, 228)",2.0,"(0, 1)","[(98, 228), (158, 204)]",01 - B,10 - B
"(158, 204)",2.0,"(0, 7)","[(98, 228), (8, 28)]",01 - B,10 - B
"(248, 133)",2.0,"(1, 2)","[(158, 204), (248, 133)]",10 - B,01 - B
"(192, 143)",2.0,"(2, 3)","[(248, 133), (192, 143)]",01 - B,10 - B
"(194, 125)",2.0,"(2, 4)","[(248, 133), (194, 125)]",00 - M,11 - M
"(155, 157)",2.0,"(2, 7)","[(248, 133), (8, 28)]",01 - B,10 - B
"(111, 132)",2.0,"(4, 7)","[(194, 125), (8, 28)]",01 - B,10 - B
"(8, 28)",2.0,"(6, 7)","[(111, 132), (8, 28)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(98, 228), (158, 204), (248, 133)]",010 - I,101 - I
,3.0,"(0, 1, 5)","[(98, 228), (158, 204), (155, 157)]",011 - I,100 - I
,3.0,"(0, 1, 6)","[(98, 228), (158, 204), (111, 132)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(98, 228), (158, 204), (8, 28)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(98, 228), (111, 132), (8, 28)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(158, 204), (248, 133), (192, 143)]",101 - I,010 - I
,3.0,"(2, 3, 4)","[(248, 133), (192, 143), (194, 125)]",010 - I,101 - I
,3.0,"(2, 4, 7)","[(248, 133), (194, 125), (8, 28)]",001 - I,110 - I
,3.0,"(4, 6, 7)","[(194, 125), (111, 132), (8, 28)]",001 - I,110 - I
,3.0,"(5, 6, 7)","[(155, 157), (111, 132), (8, 28)]",101 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(98, 228), (158, 204), (248, 133), (192, 143)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 5)","[(98, 228), (158, 204), (248, 133), (155, 157)]",0101 - B,1010 - B
,4.0,"(0, 1, 3, 5)","[(98, 228), (158, 204), (192, 143), (155, 157)]",0111 - I,1000 - I
,4.0,"(0, 1, 5, 6)","[(98, 228), (158, 204), (155, 157), (111, 132)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(98, 228), (158, 204), (111, 132), (8, 28)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(98, 228), (155, 157), (111, 132), (8, 28)]",0101 - B,1010 - B
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
