PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01011001,10100110
"(194, 131)",2.0,"(0, 1)","[(194, 131), (154, 47)]",01 - B,10 - B
"(154, 47)",2.0,"(0, 7)","[(194, 131), (72, 209)]",01 - B,10 - B
"(28, 60)",2.0,"(1, 2)","[(154, 47), (28, 60)]",10 - B,01 - B
"(67, 116)",2.0,"(2, 3)","[(28, 60), (67, 116)]",01 - B,10 - B
"(78, 120)",2.0,"(2, 5)","[(28, 60), (64, 122)]",00 - M,11 - M
"(64, 122)",2.0,"(2, 7)","[(28, 60), (72, 209)]",01 - B,10 - B
"(95, 135)",2.0,"(5, 7)","[(64, 122), (72, 209)]",01 - B,10 - B
"(72, 209)",2.0,"(6, 7)","[(95, 135), (72, 209)]",01 - B,10 - B
,3.0,"(0, 1, 2)","[(194, 131), (154, 47), (28, 60)]",010 - I,101 - I
,3.0,"(0, 1, 6)","[(194, 131), (154, 47), (95, 135)]",010 - I,101 - I
,3.0,"(0, 1, 7)","[(194, 131), (154, 47), (72, 209)]",011 - I,100 - I
,3.0,"(0, 6, 7)","[(194, 131), (95, 135), (72, 209)]",001 - I,110 - I
,3.0,"(1, 2, 3)","[(154, 47), (28, 60), (67, 116)]",101 - I,010 - I
,3.0,"(2, 3, 5)","[(28, 60), (67, 116), (64, 122)]",010 - I,101 - I
,3.0,"(2, 5, 7)","[(28, 60), (64, 122), (72, 209)]",001 - I,110 - I
,3.0,"(3, 5, 7)","[(67, 116), (64, 122), (72, 209)]",101 - I,010 - I
,3.0,"(5, 6, 7)","[(64, 122), (95, 135), (72, 209)]",001 - I,110 - I
,4.0,"(0, 1, 2, 3)","[(194, 131), (154, 47), (28, 60), (67, 116)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 4)","[(194, 131), (154, 47), (28, 60), (78, 120)]",0101 - B,1010 - B
,4.0,"(0, 1, 2, 6)","[(194, 131), (154, 47), (28, 60), (95, 135)]",0100 - I,1011 - I
,4.0,"(0, 1, 4, 6)","[(194, 131), (154, 47), (78, 120), (95, 135)]",0110 - B,1001 - B
,4.0,"(0, 1, 6, 7)","[(194, 131), (154, 47), (95, 135), (72, 209)]",0101 - B,1010 - B
,4.0,"(0, 4, 6, 7)","[(194, 131), (78, 120), (95, 135), (72, 209)]",0101 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(194, 131), (64, 122), (95, 135), (72, 209)]",0001 - I,1110 - I
,,,Total Balanced Sets,12,12
,,,Size of Maximum Balanced Sets,,
