PointSet,Feasible_Set_Size,Feasible_Set_Indices,Feasible_Set_Points,01001101,01011001,10100110,10110010
"(2, 14)",2.0,"(0, 1)","[(2, 14), (37, 247)]",01 - B,01 - B,10 - B,10 - B
"(37, 247)",2.0,"(0, 4)","[(2, 14), (31, 48)]",01 - B,01 - B,10 - B,10 - B
"(77, 174)",2.0,"(0, 7)","[(2, 14), (253, 9)]",01 - B,01 - B,10 - B,10 - B
"(74, 140)",2.0,"(1, 2)","[(37, 247), (77, 174)]",10 - B,10 - B,01 - B,01 - B
"(31, 48)",2.0,"(1, 7)","[(37, 247), (253, 9)]",11 - M,11 - M,00 - M,00 - M
"(102, 96)",2.0,"(2, 7)","[(77, 174), (253, 9)]",01 - B,01 - B,10 - B,10 - B
"(84, 69)",2.0,"(5, 7)","[(102, 96), (253, 9)]",11 - M,01 - B,10 - B,00 - M
"(253, 9)",2.0,"(6, 7)","[(84, 69), (253, 9)]",01 - B,01 - B,10 - B,10 - B
,3.0,"(0, 1, 2)","[(2, 14), (37, 247), (77, 174)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 1, 4)","[(2, 14), (37, 247), (31, 48)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 4, 6)","[(2, 14), (31, 48), (84, 69)]",010 - I,010 - I,101 - I,101 - I
,3.0,"(0, 4, 7)","[(2, 14), (31, 48), (253, 9)]",011 - I,011 - I,100 - I,100 - I
,3.0,"(0, 6, 7)","[(2, 14), (84, 69), (253, 9)]",001 - I,001 - I,110 - I,110 - I
,3.0,"(1, 2, 3)","[(37, 247), (77, 174), (74, 140)]",100 - I,101 - I,010 - I,011 - I
,3.0,"(1, 2, 7)","[(37, 247), (77, 174), (253, 9)]",101 - I,101 - I,010 - I,010 - I
,3.0,"(2, 5, 7)","[(77, 174), (102, 96), (253, 9)]",011 - I,001 - I,110 - I,100 - I
,3.0,"(5, 6, 7)","[(102, 96), (84, 69), (253, 9)]",101 - I,001 - I,110 - I,010 - I
,4.0,"(0, 1, 2, 3)","[(2, 14), (37, 247), (77, 174), (74, 140)]",0100 - I,0101 - B,1010 - B,1011 - I
,4.0,"(0, 1, 2, 4)","[(2, 14), (37, 247), (77, 174), (31, 48)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 1, 3, 4)","[(2, 14), (37, 247), (74, 140), (31, 48)]",0101 - B,0111 - I,1000 - I,1010 - B
,4.0,"(0, 1, 4, 6)","[(2, 14), (37, 247), (31, 48), (84, 69)]",0110 - B,0110 - B,1001 - B,1001 - B
,4.0,"(0, 3, 4, 6)","[(2, 14), (74, 140), (31, 48), (84, 69)]",0010 - I,0110 - B,1001 - B,1101 - I
,4.0,"(0, 4, 5, 6)","[(2, 14), (31, 48), (102, 96), (84, 69)]",0110 - B,0100 - I,1011 - I,1001 - B
,4.0,"(0, 4, 6, 7)","[(2, 14), (31, 48), (84, 69), (253, 9)]",0101 - B,0101 - B,1010 - B,1010 - B
,4.0,"(0, 5, 6, 7)","[(2, 14), (102, 96), (84, 69), (253, 9)]",0101 - B,0001 - I,1110 - I,1010 - B
,,,Total Balanced Sets,12,12,12,12
,,,Size of Maximum Balanced Sets,,,,
